company_ID,company_name,company_pic,company_address,company_email,company_field,company_Phone,company_size,training_price,group,training_location,training_date,training_topic,training_field,training_type,order_history,improved_abilities,increasement_points,training_materials_quality,trainer_satisfaction_level,dining_facilities,residential_facilities,satisfaction_level,management_seller_closeness,continuity,likelihood_of_recommendation
749,CV Suryatmi (Persero) Tbk,"KH. Cahyanto Utami, S.Gz","Gang Cikutra Timur No. 4
Denpasar, BE 98151",zmayasari@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (0972) 980 6888,Besar,300000,Group,"USNS Vasquez
FPO AP 23690",2023-12-16,Digital Marketing Untuk Bisnis B2B,Sales & Marketing,Online Training,9,42,90,2,8,10,1,5.25,1,no,70.64285714285714
750,CV Mustofa Pratiwi,Ophelia Tarihoran,"Gang Kiaracondong No. 81
Kendari, Lampung 11553",palastrimarsudi@example.com,"Kesenian, Hiburan Dan Rekreasi",082 334 2831,Kecil,1000000,Group,"470 Porter Road
New Mariaview, TN 61826",2023-12-10,Competency Based On Human Resource Management,Office & Administration,Inhouse Training,3,32,35,4,3,3,5,3.75,1,no,42.07142857142857
751,PD Suryatmi Pradana Tbk,Ikin Waskita,"Gg. Monginsidi No. 58
Singkawang, Kepulauan Riau 77178",aryanilasmono@example.org,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62 (47) 337 0030,Kecil,200000,Retail,"9508 Derrick Valleys Apt. 145
Sallytown, OR 70841",2024-01-18,How To Utilize People & Technology to win market,HR & Training,Public Training,2,33,75,1,3,6,7,4.25,6,no,57.21428571428572
752,Perum Nashiruddin Purwanti,"Puput Iswahyudi, S.H.","Jl. Rajawali Barat No. 31
Makassar, Sulawesi Utara 39224",oni82@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,(0198) 637-5640,Menengah,800000,Group,"02105 Williams Way
South Scott, AL 90745",2023-12-17,Sales Oriented - Customer Service,Sales & Marketing,Public Training,8,88,79,10,7,9,9,8.75,6,yes,107.78571428571428
753,PD Agustina Suryono (Persero) Tbk,Wirda Maryati,"Jalan Ciwastra No. 352
Prabumulih, KI 54944",hsusanti@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",(0971) 896 2113,Besar,100000,Group,"PSC 7669, Box 9579
APO AP 02868",2023-12-11,Professional Telesales & Telemarketing,Sales & Marketing,Online Training,3,64,40,2,7,9,2,5.0,6,no,63.42857142857143
754,Perum Suartini Prasetya (Persero) Tbk,"Rahmi Pratama, M.M.","Gg. Siliwangi No. 36
Bogor, Sulawesi Tenggara 64567",rafidsaputra@example.org,Aktivitas Jasa Lainnya,(099) 667-4699,Menengah,200000,Group,"48855 Steve Land Apt. 186
Rodneytown, MS 78317",2023-12-30,Microsoft Excel VBA (Macros) Complete Beginner,Leadership & Managerial,Online Training,9,72,41,10,6,7,3,6.5,8,yes,88.28571428571429
755,PD Laksita,Kayla Wulandari,"Jalan M.T Haryono No. 9
Magelang, JK 47620",gkuswoyo@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (034) 282-8606,Besar,1000000,Retail,"626 Sandra Inlet
East Omarfort, MS 16490",2023-12-09,"Manajemen Emosi Diri, Temperamen & Kontrol Customer Dalam Penagihan",HR & Training,Inhouse Training,6,62,21,9,4,4,5,5.5,5,no,66.85714285714286
756,PT Puspasari Widodo,Cecep Situmorang,"Gang Ahmad Yani No. 677
Bima, KI 93104",zsaputra@example.org,Pertambangan dan Penggalian,+62 (0722) 007 5027,Menengah,600000,Retail,"8375 Kyle Skyway Apt. 412
East Trevor, SC 49590",2023-12-25,Professional Debt Collection Skills,HR & Training,Inhouse Training,3,64,99,8,4,5,10,6.75,4,yes,82.92857142857143
757,UD Nababan Dongoran (Persero) Tbk,Najwa Irawan,"Jl. M.T Haryono No. 6
Padangpanjang, Aceh 48192",saragihjasmin@example.org,"Pertanian, Kehutanan, dan Perikanan",+62 (0485) 049 5691,Menengah,600000,Retail,"USNS Nguyen
FPO AP 38038",2023-12-23,Sales - Oriented Customer Service,HR & Training,Public Training,2,58,23,10,1,5,2,4.5,9,no,59.42857142857143
16,PT Gunawan,Prima Safitri,"Gang HOS. Cokroaminoto No. 991
Pematangsiantar, Kalimantan Barat 93692",nalar55@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62-52-512-4176,Besar,300000,Retail,"7754 Jacobs Mills Apt. 131
Petersonview, AL 71143",2024-01-10,Planning and organizing for stellar performance,Finance,Inhouse Training,8,67,41,9,2,2,1,3.5,8,no,63.285714285714285
758,UD Hidayat Tbk,Ir. Vera Siregar,"Jl. Jend. Sudirman No. 9
Semarang, Nusa Tenggara Timur 81679",winarnokardi@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (01) 489 1993,Besar,800000,Group,"16604 Smith Rest Apt. 653
Hahnshire, NY 96962",2024-01-03,Advanced Credit Analysis for Corporate & Commercial,Finance,Public Training,1,83,62,5,7,3,5,5.0,4,no,63.57142857142857
759,PD Anggriawan Dabukke Tbk,"Tgk. Malik Maryati, S.IP","Gang Kiaracondong No. 34
Bandung, KT 01198",widiastutigalak@example.org,Real Estat,+62 (932) 815-6148,Kecil,200000,Group,"64305 Austin Greens Apt. 672
Mcguireside, MH 10931",2024-01-24,Secretary Development Program,Leadership & Managerial,Inhouse Training,6,37,44,5,4,7,3,4.75,9,no,66.92857142857143
760,Perum Laksmiwati (Persero) Tbk,"Usyi Rahmawati, S.Pt","Jl. Jend. A. Yani No. 910
Bogor, Sumatera Utara 94927",rsalahudin@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (119) 932-0773,Besar,300000,Retail,"62510 Jackson Run
South Christopher, WI 26940",2023-12-22,International Banking Facility,Office & Administration,Public Training,8,53,35,4,10,1,9,6.0,8,no,78.28571428571429
761,Perum Padmasari Hutapea Tbk,"dr. Ifa Palastri, M.Kom.","Jl. Raya Setiabudhi No. 51
Pekanbaru, SU 18288",jayawidiastuti@example.net,"Pertanian, Kehutanan, dan Perikanan",+62 (001) 678 9384,Kecil,700000,Group,"9819 Mullins Motorway
New Robert, CA 16583",2023-12-15,Analisa Kredit Berbasis Laporan Keuangan,Finance,Inhouse Training,5,71,95,9,2,2,5,4.5,3,no,67.28571428571429
762,CV Adriansyah (Persero) Tbk,"Maida Yuliarti, S.I.Kom","Gg. Joyoboyo No. 441
Malang, JI 70616",hartanasuryatmi@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (74) 256 1704,Besar,700000,Retail,"Unit 8355 Box 7172
DPO AA 60625",2024-01-01,Fintech: Solusi Teknologi Keuangan Bagi Perputaran Ekonomi Skala Kecil Yang Menghasilkan Bisnis Besar,Office & Administration,Public Training,9,30,44,6,8,4,5,5.75,6,no,73.07142857142857
763,PT Siregar Suryatmi,Mariadi Permata,"Gg. Dipatiukur No. 51
Depok, Sulawesi Tengah 49453",ade88@example.net,Pertambangan dan Penggalian,+62 (083) 148-9686,Kecil,400000,Group,"9544 Mary Fork
South Jennifer, IL 82096",2024-01-24,Anticipating & Preventing Technique Of Money Laundering,Finance,Online Training,1,29,85,10,1,1,7,4.75,3,no,55.92857142857143
764,PD Pudjiastuti Maryati,Michelle Sudiati,"Gang Siliwangi No. 523
Bau-Bau, PB 42094",nasyidahwasis@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,(0922) 130 5337,Besar,300000,Retail,"4485 Lori Summit Apt. 228
West Kaitlin, NM 66956",2024-01-04,Appraisal Bidang Properti,HR & Training,Online Training,4,71,78,2,9,8,2,5.25,3,no,68.78571428571429
765,Perum Halim Hidayat,Gada Mustofa,"Gang Jayawijaya No. 68
Balikpapan, Sulawesi Utara 22662",raisahutasoit@example.net,Aktivitas Jasa Lainnya,+62 (056) 932-1733,Besar,100000,Retail,"PSC 1473, Box 4724
APO AA 70540",2024-01-08,Tax Amnesty Bagi Karyawan & Profesional,Office & Administration,Online Training,4,23,30,10,10,9,5,8.5,7,no,84.0
766,PD Manullang Tbk,Simon Maryadi,"Jl. M.H Thamrin No. 125
Pasuruan, JA 63047",devi69@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,(014) 039 5202,Menengah,500000,Group,"4207 Smith Rapid Apt. 071
South Wandaburgh, VI 70532",2023-12-13,"Fraud Prevention & Handling bagi Pembiayaan Mikro: Identifikasi, Investigasi, Penanganan, Aspek Hukum, Trend & Metode Terbaru",HR & Training,Public Training,7,70,92,6,2,7,2,4.25,4,no,69.21428571428571
767,Perum Kurniawan (Persero) Tbk,"Drs. Lala Wacana, S.Gz","Gg. Sentot Alibasa No. 01
Banda Aceh, KR 59329",wsaptono@example.net,Pengangkutan dan Pergudangan,+62 (30) 837-8413,Besar,1000000,Retail,"033 Michael Square
North Michaelville, RI 10141",2023-12-09,Etos Kerja Unggulan Di Era Business Improvement,Leadership & Managerial,Online Training,9,99,67,10,8,9,8,8.75,9,yes,113.35714285714286
768,PD Winarsih Usamah,Rudi Wastuti,"Jl. Cikutra Timur No. 0
Bogor, KI 24236",jharyanto@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62-327-250-6698,Menengah,1000000,Group,"94920 Garza Mountain Suite 017
Nguyenburgh, SD 19472",2023-12-23,System Application & Technology Knowledge & Skill for Transaction,Credit & Collection,Inhouse Training,4,30,70,9,6,4,4,5.75,6,no,69.64285714285714
769,UD Pradipta,"Uchita Utami, S.Kom","Gang Moch. Toha No. 2
Malang, Kepulauan Riau 81697",parmanpermadi@example.net,"Kesenian, Hiburan Dan Rekreasi",+62-004-164-4603,Besar,100000,Retail,"71669 Joseph Plains
Port Alexisville, MH 28187",2023-12-22,Appraisal Bidang Properti,HR & Training,Inhouse Training,4,65,45,9,7,7,2,6.25,6,no,74.64285714285714
770,CV Manullang,"Dt. Cawisadi Iswahyudi, S.Psi","Gg. Pasirkoja No. 0
Palopo, KI 53618",qpangestu@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62-11-991-9221,Kecil,400000,Group,"83282 Wheeler Fords
Edgarbury, NH 51779",2024-01-01,Innovative Business Thinking & Productive Creativity with IDEO & XQ Principles,Leadership & Managerial,Inhouse Training,7,98,52,9,4,6,3,5.5,6,no,79.28571428571429
771,UD Suartini Tbk,Ajiono Prayoga,"Jl. Asia Afrika No. 935
Jayapura, JB 86349",rsihombing@example.net,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62 (071) 006-7079,Besar,1000000,Retail,"174 Jennifer Circle Apt. 600
Erinbury, LA 17478",2023-12-29,How to Conduct Social Campaign (for the Benefit of HR and Corporate Reputation),Finance,Public Training,3,36,100,10,8,5,2,6.25,2,no,71.21428571428571
772,PT Maulana Tbk,"Laras Yulianti, S.Kom","Gg. Pasir Koja No. 72
Palangkaraya, Riau 97070",ikhsan28@example.org,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62-721-887-9764,Menengah,300000,Retail,"Unit 4982 Box 5204
DPO AE 94697",2023-12-02,Microsoft Excel VBA (Macros) Complete Beginner,Leadership & Managerial,Online Training,6,72,73,5,3,5,8,5.25,1,no,68.21428571428571
773,CV Fujiati Tbk,Satya Widiastuti,"Gg. Dipatiukur No. 13
Serang, Jawa Barat 63185",ira14@example.org,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,0893342834,Menengah,100000,Retail,"17981 Trevor Park
Garciashire, OK 72762",2024-01-09,HR consulting skills for HR Professional: Core skills to ensure  excellent strategies to implementation,Finance,Online Training,6,46,62,3,5,4,3,3.75,8,no,62.21428571428572
774,Perum Pangestu Adriansyah (Persero) Tbk,"Balangga Maryadi, S.Farm","Jl. Soekarno Hatta No. 60
Pariaman, NT 63850",siti31@example.org,"Kesenian, Hiburan Dan Rekreasi",+62 (413) 111 9526,Menengah,500000,Group,"79161 Shelton Skyway
North Meganton, NJ 15269",2024-01-11,Advanced Credit Analysis for Corporate & Commercial,Finance,Inhouse Training,1,36,84,4,5,4,6,4.75,2,no,55.35714285714285
775,PD Nasyidah,"Gamblang Haryanto, S.Sos","Gang Cihampelas No. 560
Payakumbuh, Bengkulu 02337",prasetyaalmira@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (587) 051-7187,Menengah,800000,Group,"882 Adam Ports
South Zacharyville, AL 16532",2023-12-31,"How To Recruit, Interview, Select & Place The Right Employee",Finance,Online Training,1,83,73,7,6,2,3,4.5,6,no,64.42857142857143
776,PD Pradipta Siregar,Jane Nainggolan,"Jl. Sentot Alibasa No. 49
Prabumulih, Bali 00512",galarmulyani@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (0928) 421-0413,Besar,700000,Retail,"67796 Foley Well Apt. 104
South Ronald, KY 18608",2023-12-21,Presentation & Selling Skills Using Story-Telling ,Credit & Collection,Online Training,4,88,40,4,5,5,7,5.25,2,no,64.35714285714286
777,UD Padmasari,dr. Rika Waskita,"Jl. Otto Iskandardinata No. 6
Pasuruan, Jawa Tengah 12088",budimansabri@example.net,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62 (043) 696 6023,Besar,700000,Retail,"749 Robin Stravenue
Alanberg, SD 94871",2023-12-09,"Daily, Weekly & Monthly Analytics for Collection Leaders",HR & Training,Public Training,9,94,93,4,10,10,8,8.0,7,no,106.71428571428572
778,CV Prasetya Padmasari Tbk,Novi Susanti,"Jl. Gardujati No. 5
Langsa, SU 30644",bpradana@example.org,Aktivitas Jasa Lainnya,+62 (095) 349-8143,Menengah,400000,Group,"232 Edward Camp
Krystalfurt, AK 37256",2023-12-14,Advanced Digital Marketing & Foundation,Credit & Collection,Online Training,9,61,21,1,6,6,2,3.75,5,no,58.5
779,PT Sihotang,Malik Mustofa,"Jalan Kutai No. 6
Magelang, Kepulauan Bangka Belitung 62981",hastutihani@example.org,"Pertanian, Kehutanan, dan Perikanan",084 222 6930,Besar,300000,Retail,"31670 Aguilar Shoal Suite 439
East Denise, ME 59252",2023-11-27,Build A Great And Strong Corporate Culture,Finance,Online Training,5,68,92,2,2,4,6,3.5,8,no,66.42857142857143
780,UD Kuswandari (Persero) Tbk,R.A. Iriana Utami,"Jl. Monginsidi No. 21
Tomohon, Sulawesi Tengah 95565",faridateguh@example.org,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,(094) 022-2071,Kecil,500000,Retail,"711 Heather Greens Apt. 017
New Michaelton, MT 91094",2023-12-09,Transformasi Budaya & Manajemen Agen Perubahan,Finance,Online Training,5,30,22,6,2,5,3,4.0,1,no,44.57142857142857
781,PT Puspita Rajasa,Gamanto Melani,"Gang Cihampelas No. 89
Probolinggo, MA 43451",gwijaya@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62 (055) 482 3020,Menengah,800000,Group,"2321 Melissa Camp
North Geoffrey, HI 26410",2024-01-20,Tax Amnesty Bagi Karyawan & Profesional,Office & Administration,Online Training,4,55,74,3,7,1,6,4.25,1,no,55.92857142857143
782,PT Wastuti,Karimah Prakasa,"Jl. Pasirkoja No. 090
Lhokseumawe, SU 99113",aagustina@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (135) 051 8073,Kecil,800000,Group,"5408 Fisher Street
South Michelle, PW 24579",2024-01-18,Selling With NLP,Credit & Collection,Inhouse Training,4,32,22,6,3,10,2,5.25,9,no,63.785714285714285
783,UD Situmorang Rahmawati,dr. Prayitna Zulaika,"Gg. Pelajar Pejuang No. 0
Makassar, Papua Barat 79582",ppudjiastuti@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,(0577) 571 7562,Menengah,900000,Group,"618 Richard Trace
Lake Jorgemouth, VA 69824",2023-12-15,"Document Management 4.0 (Advance E-Filing preparing for BlockChain, IOT & Artificial Intellligence Era) comply to UU ITE",Leadership & Managerial,Public Training,9,77,41,9,6,8,10,8.25,3,no,92.92857142857144
784,PT Saefullah Tbk,Bancar Farida,"Gang Rungkut Industri No. 3
Pagaralam, DKI Jakarta 10936",yoga60@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,(0080) 598-6769,Kecil,900000,Group,"29297 Mendez Manors
West Dean, CT 80657",2023-12-21,"Fraud Prevention & Handling bagi Pembiayaan Mikro: Identifikasi, Investigasi, Penanganan, Aspek Hukum, Trend & Metode Terbaru",HR & Training,Online Training,6,99,44,8,1,4,4,4.25,7,no,69.35714285714286
785,PD Kusmawati,"R.M. Langgeng Puspasari, S.I.Kom","Gg. M.H Thamrin No. 7
Sawahlunto, Kalimantan Timur 72863",anggriawanreksa@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (057) 670-5312,Kecil,500000,Retail,"0569 John Path Apt. 337
Chambersberg, PA 65022",2023-12-30,How to Conduct Social Campaign (for the Benefit of HR and Corporate Reputation),Finance,Online Training,6,77,73,8,7,4,2,5.25,5,no,74.64285714285714
786,PT Fujiati Napitupulu,R. Wani Purnawati,"Jalan Cempaka No. 630
Cilegon, Bali 02968",vinsen95@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62-0458-611-1246,Menengah,900000,Retail,"4176 Skinner Pass Apt. 421
Lake Yolanda, DC 72148",2024-01-02,Restrukturisasi Kredit for SME Lending (Mortgage based),HR & Training,Online Training,5,69,79,5,7,9,5,6.5,2,yes,79.0
787,PD Anggraini,"Dt. Erik Ardianto, M.Pd","Gang Erlangga No. 4
Padang Sidempuan, Riau 92490",paramita52@example.com,Pengangkutan dan Pergudangan,+62 (63) 183-0927,Kecil,600000,Group,"4074 Graves Gateway Suite 511
New Samanthaton, MS 82064",2023-12-18,Hukum Perkreditan Tingkat Lanjut,Finance,Online Training,4,94,77,4,9,3,8,6.0,7,yes,84.42857142857143
788,Perum Sihotang Saputra Tbk,Omar Pertiwi,"Gg. Kapten Muslihat No. 907
Banjarbaru, SS 30226",putumegantara@example.com,Real Estat,+62-727-825-9993,Besar,600000,Retail,"584 Traci Vista Suite 684
Johnsonport, ND 64583",2024-01-21,Teknik Penjualan yang Efektif di Era Covid-19 & WFH,Sales & Marketing,Public Training,1,21,79,6,7,7,9,7.25,1,yes,70.35714285714286
789,PT Waluyo Kuswoyo,Putri Napitupulu,"Gang Jend. A. Yani No. 54
Palu, KB 34494",keisha87@example.net,Pertambangan dan Penggalian,+62 (27) 189 0725,Kecil,100000,Group,"199 Stanley Courts Apt. 352
Holmesburgh, NC 18291",2024-01-22,Professional Telesales & Telemarketing,Sales & Marketing,Inhouse Training,2,72,86,9,9,5,1,6.0,7,no,78.28571428571429
790,PD Sihotang Tbk,"Azalea Thamrin, S.Ked","Gang Cihampelas No. 6
Tanjungpinang, DKI Jakarta 27874",fitriani74@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (80) 824 3599,Menengah,300000,Retail,"Unit 9674 Box 7683
DPO AE 13694",2023-12-03,Creative Problem Solving & Decision Making,Leadership & Managerial,Inhouse Training,6,90,77,5,10,4,5,6.0,9,yes,89.57142857142857
791,CV Pranowo Rahmawati,Harjo Suwarno,"Jalan Cempaka No. 52
Prabumulih, KI 30998",michelle22@example.org,Kontruksi,+62-0722-670-5517,Kecil,600000,Group,"7977 John Trail
South Raymondburgh, SC 52446",2024-01-25,Cost Tracking VS Scheduling Analysis Model in Project Management,Office & Administration,Online Training,9,37,67,7,4,4,7,5.5,1,no,68.42857142857143
792,Perum Sitorus Putra (Persero) Tbk,Drs. Paulin Zulaika,"Jalan Rajawali Timur No. 281
Yogyakarta, Sumatera Barat 91082",dmelani@example.org,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62 (038) 341-2760,Besar,900000,Retail,"3059 Munoz River Suite 725
Mooneybury, HI 60615",2023-11-27,Sales - Oriented Customer Service,HR & Training,Online Training,9,55,69,10,6,7,8,7.75,1,yes,88.78571428571429
793,PT Wijayanti (Persero) Tbk,Jessica Saefullah,"Jl. Pasteur No. 67
Bitung, Sumatera Utara 27222",fujiatiajiono@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (33) 481 0883,Kecil,300000,Retail,"49130 Kimberly Street
Woodardmouth, MT 32819",2024-01-19,Compensation & Benefit Analysis,Office & Administration,Inhouse Training,3,24,82,5,1,3,3,3.0,7,no,50.85714285714285
794,PT Sirait Santoso Tbk,Najam Mandasari,"Gg. Ahmad Yani No. 056
Bontang, JT 63637",fhidayanto@example.com,Aktivitas Jasa Lainnya,+62-544-078-2462,Menengah,100000,Retail,"066 Marc Point
North Timothy, DE 98856",2024-01-10,Drill for Trainers: Mastering 10 Core Trainer’s Tools,Office & Administration,Inhouse Training,2,80,53,4,4,4,9,5.25,6,no,67.92857142857143
795,Perum Samosir Pradipta,Kamaria Waskita,"Jl. Rungkut Industri No. 09
Bogor, GO 01914",prabasitorus@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62-0621-129-6945,Besar,500000,Retail,"4505 Lee Fords Suite 319
North Cindyborough, RI 04758",2023-12-25,Improving Sales Team Performance,Credit & Collection,Public Training,9,28,23,1,1,8,4,3.5,7,no,55.142857142857146
796,Perum Purnawati Najmudin,Farah Hidayanto,"Gg. Pelajar Pejuang No. 87
Bandung, BT 05553",langgriawan@example.com,"Pertanian, Kehutanan, dan Perikanan",+62 (048) 673 3075,Kecil,100000,Group,"368 Delgado Place Apt. 099
Duranland, TX 46725",2023-12-13,Powerful Closing Technique Using Psychological Story Telling,Sales & Marketing,Public Training,7,24,24,5,9,2,9,6.25,1,no,62.92857142857143
797,UD Natsir Habibi (Persero) Tbk,Galih Uwais,"Jalan Yos Sudarso No. 381
Banjar, Jawa Tengah 80302",indrazulaika@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62-46-399-5782,Kecil,900000,Group,"73301 Brooke Forges
New Emilychester, VI 84793",2023-12-11,Cost Tracking VS Scheduling Analysis Model in Project Management,Office & Administration,Inhouse Training,2,60,95,3,6,10,10,7.25,6,yes,86.78571428571429
798,CV Mulyani (Persero) Tbk,Elisa Saragih,"Gg. Abdul Muis No. 108
Tegal, SU 28346",ljailani@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,(072) 381-1734,Besar,100000,Group,"0155 Hancock Drive Apt. 391
Leehaven, NY 12315",2023-12-24,Visual Merchandising For Effective Result,Credit & Collection,Inhouse Training,2,36,36,6,9,9,10,8.5,2,no,76.71428571428571
799,PD Maheswara,Gandewa Megantara,"Gang Kutai No. 213
Sibolga, Kalimantan Utara 78361",tsiregar@example.net,"Pertanian, Kehutanan, dan Perikanan",+62 (146) 135-3442,Menengah,900000,Retail,"4568 Crystal Valleys Apt. 623
Lake Veronicahaven, PR 79597",2023-12-03,Compensation & Benefit Analysis,Office & Administration,Public Training,9,37,91,3,9,7,4,5.75,3,no,76.5
63,UD Winarno,"R. Paris Suryono, M.Farm","Gg. Gardujati No. 0
Tangerang Selatan, DI Yogyakarta 72565",harsaya67@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,082 588 0116,Besar,700000,Group,"542 Smith Expressway Suite 129
Lake Denisebury, AK 23964",2023-12-13,Financial Fraud Verification Skill in New Normal and Society 4.0 Era,Sales & Marketing,Public Training,4,66,38,3,7,3,4,4.25,8,no,62.35714285714285
800,PD Yuliarti (Persero) Tbk,Anastasia Winarsih,"Gang Pasteur No. 96
Bandar Lampung, KT 76098",winarsihbagya@example.com,"Kesenian, Hiburan Dan Rekreasi",+62-220-976-0959,Menengah,800000,Retail,"653 Kenneth Station
Howardport, ID 10739",2023-12-28,Fintech: Solusi Teknologi Keuangan Bagi Perputaran Ekonomi Skala Kecil Yang Menghasilkan Bisnis Besar,Office & Administration,Public Training,7,77,23,4,9,1,4,4.5,6,no,65.0
801,UD Tamba Anggriawan Tbk,Tira Pradipta,"Jl. Pasteur No. 49
Meulaboh, Jawa Barat 36667",nilam37@example.net,Real Estat,+62 (032) 276 6282,Kecil,200000,Group,"430 Jeremy Estate Suite 044
Rodriguezland, NC 25138",2023-12-09,Fintech: Solusi Teknologi Keuangan Bagi Perputaran Ekonomi Skala Kecil Yang Menghasilkan Bisnis Besar,Office & Administration,Public Training,6,92,90,2,3,6,9,5.0,5,no,77.42857142857143
802,PD Maryadi,Asmuni Nainggolan,"Jalan Kutai No. 0
Ternate, SB 47212",purnawatihesti@example.com,Industri Pengelahan,+62 (0291) 902-1153,Menengah,500000,Retail,"7228 Anderson Haven Suite 081
South Courtneyshire, KS 67362",2024-01-06,Analisa Kredit Transaksi Luar Negeri,Finance,Inhouse Training,7,88,58,3,4,8,2,4.25,3,no,65.5
803,CV Aryani Tarihoran (Persero) Tbk,Kenes Nugroho,"Gg. Cikapayang No. 164
Pontianak, Sulawesi Barat 65779",melanikadir@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62-018-650-6764,Kecil,700000,Group,"752 Walls Alley Suite 282
Luiston, NM 30920",2024-01-20,Drill for Trainers: Mastering 10 Core Trainer’s Tools,Office & Administration,Inhouse Training,3,45,62,2,8,9,7,6.5,7,yes,77.42857142857143
804,PD Riyanti,Ana Napitupulu,"Jl. Veteran No. 483
Sukabumi, Kalimantan Barat 20649",sadina21@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,(0372) 285-8773,Menengah,900000,Group,"0522 Morgan Burg
Armstrongberg, DE 24441",2023-12-18,Industry Forecasting & Bussiness Valuation Workshop: Start Up & Conventional Business,Office & Administration,Inhouse Training,8,26,88,5,1,1,2,2.25,4,no,49.5
805,UD Hutagalung,Budi Lailasari,"Jalan Moch. Ramdan No. 31
Tomohon, SU 87979",gadang66@example.org,Lainnya,+62-657-069-1951,Menengah,400000,Group,"95706 Rose Flat Suite 320
Timothyberg, SD 23250",2024-01-23,Effective Transactional Banking for Back Office,Finance,Online Training,6,32,95,5,10,6,7,7.0,9,yes,91.0
277,CV Haryanti,Marsudi Oktaviani,"Jalan M.T Haryono No. 16
Binjai, BT 64801",thalim@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62-0829-504-6907,Menengah,700000,Retail,"446 Susan Heights Suite 174
Schneiderbury, GA 31211",2023-12-11,Distribution Management,Leadership & Managerial,Public Training,9,96,42,1,6,6,4,4.25,4,no,68.64285714285714
