auction_type,nama_barang_lelang,spesifikasi_barang,keterangan,nilai limit,harga_lelang_invoice,TTD,nomor_invoice,harga_sewa_kpr,tagihan_kartu_kredit,belanja_makanan,transportasi,cicilan,gaji_bulanan,bonus,pengurangan_gaji,pendapatan_tambahan,tanggungan_1,tanggungan_2,tanggungan_3,tanggungan_4,tanggungan_5,laporan_rekan_kerja,fraud
Properti,rumah,Apartemen 234 m2 Kulon Progo,Bekas,450167425.0,493905011.1263694,True,1439.0,1223149,0,1271043,423640,0,11444829,0,936380.20939923,12962553,0,0,0,0,130452,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Baru,19161777.64372771,17257259.78291671,True,6909.0,1618632,0,1238345,683537,6084398,15180987,0,1354936.2436291466,6348339,2360201,2890074,1714477,0,1089128,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,11987382.828807222,10578085.790646963,True,4167.0,216631,0,923939,1356859,0,27455328,0,2031222.027831405,7355402,3307208,0,0,0,0,4,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,13047648.43023684,11310361.317904266,False,6649.0,1638237,880654,1488538,1478994,6051886,32333565,4075238,2437112.483054826,0,0,0,4279407,4421099,3870622,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 2 gram,,13047648.43023684,34181630.61860502,True,6749.0,678310,0,1007198,727706,0,28952421,3985877,1887641.8232960154,0,405638,4160373,0,0,3582707,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1318 m2 perkotaan Palembang,,11783119018.0,23252982112.28158,True,,442434,2179897,1442455,765750,0,11889869,0,1170025.6058612997,12548257,0,0,871151,0,554606,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,11783119018.0,7100420578.563852,True,,1037882,1760696,1187196,1345611,0,24026017,2537803,2146904.371805634,7796770,0,600313,0,0,3614358,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 179 m2 Medan Utara,Baru,1168690443.0,3007087791.943858,True,7540.0,1516762,0,1023747,759255,9616735,33088071,0,3133325.151478918,13192868,2391613,0,0,4775446,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,27557096.702573646,79966493.9987048,True,5004.0,999565,0,925173,655726,0,5089103,0,286364.65109858813,6375942,3140663,0,2636494,0,3588710,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Bekas,23914343.120513584,36327477.84468791,True,,957578,0,904325,862405,0,27912557,0,2137947.078179102,3967523,0,3129327,0,4819401,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Baru,1826604216.648467,1857567087.787712,True,4779.0,1954449,7433126,1138613,428607,9671518,7664629,0,713557.0683243965,0,668629,1765424,0,4629850,3042225,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,23880098.140982248,31004556.036630496,True,3369.0,1645199,632615,1394184,494594,4859332,17592653,0,967083.6053256071,0,0,0,0,7305,1549067,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Baru,28875643.84158443,76866312.1705376,True,1944.0,1562739,2423004,1486859,1434682,0,30747134,0,1616803.2738752859,16623672,3206172,193514,753460,0,2261557,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,16695154.713426612,47012247.72414164,True,5701.0,1814361,0,1298305,1495960,0,34315959,0,2901413.348988344,14284147,0,3491801,0,3139565,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,17199207.537379146,38234082.35513703,False,7845.0,1240589,0,782923,853816,0,17154304,0,984860.1939095926,9337350,1109407,0,3026787,0,4048602,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,11975491.255780047,8199458.288989481,True,3992.0,1456392,0,1460575,849264,7675574,12279104,4686545,740151.3110952101,12344920,0,1848782,0,3424368,4257623,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Bekas,10601132.788113654,7374601.585071977,True,7540.0,722178,5445280,1452667,1497262,5232198,8405355,0,642173.6196774031,3087100,0,3955116,0,0,2898176,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,15698084.463042937,17011897.890123658,True,4443.0,1703196,0,968943,801933,3682385,6460020,2204509,444346.62520486215,0,4685968,3583323,4573155,0,0,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,rumah,Apartemen 209 m2 Bekasi,Baru,1729643794.0,2986858246.423206,True,7777.0,1814544,0,798867,798221,8197811,29998695,1855377,2264137.537197847,5590082,0,0,0,1338449,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4969 m2 perkotaan Bandung,,78774913537.0,214723245732.45856,True,6671.0,1199272,0,762150,1318188,9497220,13952020,0,1033199.7585888528,15276491,0,1490334,0,721725,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3766 m2 perkotaan DKI Jakarta,,109359439154.0,212398414189.33923,True,7690.0,488845,4286719,886957,474909,0,30823894,1076186,2927329.293090953,0,3057953,1958762,3967318,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,14307646.644004337,19549300.845993243,True,3083.0,1705139,6232777,1408006,697939,0,14208571,2383143,1079077.7773815857,7063125,3908413,0,0,4429737,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1749 m2 pinggiran kota Surabaya Selatan,,15086839020.0,40188744765.88855,False,2482.0,1014429,0,1336291,1394611,8356255,26287253,0,2043989.4761842964,0,347113,2451648,686144,1747544,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1537 m2 perkotaan Bandung,,26675320502.0,39564523120.21305,True,2313.0,792184,6016073,922140,1283346,8682118,17199100,0,1437538.717110369,11857754,4914184,3452636,4521168,0,3126948,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,28971588.430119134,40098126.13788463,True,1052.0,275383,8593312,985956,1167964,5356300,9165343,2253249,624284.3161359245,0,0,0,2898062,0,4225878,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Rush,Bekas,173621016.93760347,375021667.6362548,True,9272.0,1998591,1152406,1472165,1439561,7130268,23787239,0,2336543.370771239,0,0,0,1276112,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14505203.501974469,38407273.78921532,True,3678.0,1301336,5538189,1395367,491014,6143066,10644759,0,1054096.142770896,9309582,43890,3946221,4091775,707052,0,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,10400407.404151503,6664276.384195468,False,3710.0,676018,862275,1440861,680673,0,29814768,2304310,1816521.288373865,13790435,4451260,0,860222,263067,793697,4,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2697 m2 pedesaan Mojokerto,,12289697691.0,17800263761.657917,True,,1830469,4147589,1190661,753399,0,5501801,2803025,281200.3509489375,0,1109272,0,3180233,2122100,0,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14579647.194634229,12489354.666251099,False,1112.0,655529,0,1338166,1290806,7640147,15459415,0,1237713.751260727,0,1929667,3331073,0,0,4705023,6,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,23914301.85023048,55138708.978588365,True,3305.0,541801,3842455,915029,1001196,0,33146048,0,2725140.8776998715,5044574,2464090,3907356,0,3307065,4764452,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4495 m2 pedesaan Sidoarjo,,18356919235.0,34435426584.97939,True,7447.0,315523,6253133,1462923,940428,0,20052488,2917591,1225275.8226061878,0,0,0,0,2777837,2440758,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 141 m2 Batam,Bekas,1237429507.0,3265165956.7476816,True,1655.0,200603,9733229,1070687,702130,0,19116483,0,1400746.7644480462,0,0,0,1717923,2619465,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Rush,Bekas,156003111.7168769,170751959.49107742,True,1193.0,1209427,0,1279255,959663,3333495,34792240,2098991,2399458.3377523674,18574569,4379778,933716,0,0,1151957,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 254 m2 Depok,Baru,929259160.0,2095309209.6393754,False,6171.0,1320019,0,969691,927738,3711769,14058259,0,1002245.9289238105,4719571,0,0,658264,1848204,701812,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,25900804.471786935,26154591.919505,True,5080.0,441257,0,1274090,1137342,7989670,15745931,4382302,1375395.436625702,19707701,0,2970885,0,4267021,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 143 m2 Makassar,Bekas,1201787189.0,1196574586.630206,True,5950.0,476357,0,1215653,1289830,5049620,30585245,3072263,1990467.0321592935,5922086,1543974,1981400,0,0,0,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara 1 karat dengan emas putih 18 karat,,24847727.187651906,70811772.34942776,False,,705596,0,778514,582493,7653917,22592758,1935613,1794305.7153575863,2387561,2515800,0,3315278,3481345,3989144,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,13723434.290433094,40044729.16758678,True,6054.0,1345527,1176779,1380378,1390666,2553154,34832571,0,3134190.10589551,1484877,0,1962420,532660,4714212,1017039,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,8476780.815952042,7317552.326935648,True,7947.0,1585858,0,948305,1210797,8955643,25568346,0,1469787.403346017,16931117,2827786,4813387,0,0,0,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,26105781.039159857,65959486.00388264,True,6784.0,1950016,1648125,786815,794413,2848137,7316210,0,416063.5846446437,0,0,4705623,0,0,0,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,6154787.394217239,15469277.928483944,True,5312.0,1800568,0,911631,490900,5904155,24996871,2129892,2007658.8443785426,0,964554,2813913,296277,0,3302198,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3749 m2 pinggiran kota Medan Utara,,28316009550.0,37515303920.323654,False,7992.0,435882,0,933618,384868,5742860,13359069,0,1137410.2157613984,0,0,1517073,2368285,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5206326.532910077,8145726.344385626,True,5713.0,1168459,0,1380562,1175381,6552578,6883576,2366497,387342.5268895186,12964734,1080404,0,1201192,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 2 gram,,5206326.532910077,12734186.358134508,True,,411114,0,1017423,1394629,0,18879578,0,1207839.8785141716,12703128,0,4690858,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1637 m2 pedesaan Bantul,,5092767569.0,11237027131.715057,True,9390.0,1417346,2523569,1105723,834720,7815432,28216393,2058722,2171681.12009411,0,0,4643069,1137771,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 170 m2 Surabaya Timur,Baru,868335700.0,1619611845.3535378,True,5634.0,1963676,0,891383,626777,0,28738123,0,2325665.7100076284,518801,973824,4613943,0,0,3669204,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,7038754.678832937,19725451.447231367,True,9488.0,1670330,3298381,868007,402002,0,8477437,0,829877.5727582835,4054062,3772500,0,619771,0,3490836,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,rumah,Rumah 133 m2 Gresik,Baru,1417612074.0,2634387909.7944045,True,8234.0,1737187,3110504,908641,596931,0,25152774,4260292,1457863.8155424364,0,0,0,3015860,52252,1170057,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas putih 14 karat dengan desain jalinan,,5075746.531115362,4997991.7381990785,True,4899.0,545089,1524191,1006186,1146314,2613142,9354242,0,779705.2772184847,3005299,774482,3418127,0,340892,2353269,1,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,3357 m2 pinggiran kota Surabaya Timur,,34999679160.0,45912132341.7809,False,9076.0,686535,0,1481600,370541,0,30174759,2345105,1990680.678386528,0,832813,873189,880167,0,2842305,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3907 m2 perkotaan Palembang,,27694746058.0,80924005663.67532,True,,1791281,5734191,830259,1468081,5018404,20300416,3535705,1257843.3249121043,0,4206883,167331,1448182,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,31407788.78033022,89704008.57018681,True,9164.0,1424126,0,903121,1428880,8785458,34323425,2542512,3138532.3390772045,15803728,0,0,0,972072,787751,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,29362986.775600404,59052472.18172153,True,,1502406,6534767,1287858,987511,6225306,7559759,4521382,691983.3874534977,7267062,0,0,4744181,0,0,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Bekas,1871498826.9410033,5461808151.272527,True,9218.0,416997,0,1351679,1367297,7950421,26016449,4784302,1834139.8515903272,3048756,0,0,1037359,0,2203497,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 2 gram,,1871498826.9410033,1596590456.7913668,False,2463.0,1955114,0,957369,1398262,6396913,30635480,0,2004589.5041107736,15381815,0,2133971,4708635,0,1027949,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,12523701.580938956,22499324.565534268,True,7494.0,534935,4865775,1397323,1448696,2621331,17165728,0,1534509.238995303,12223971,0,0,1549910,0,2719497,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,23379973.01551452,16923200.310518064,True,8442.0,718074,816822,1118711,892582,5430863,29530024,1512573,2188594.289199888,16082360,1870438,0,0,0,0,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,18833959.42420964,22485430.72749701,True,5030.0,1461516,9637608,1323170,350581,5953586,20847346,3360003,1701139.3721702376,7515633,0,0,0,0,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,19750888.3399528,35013682.39119429,True,6649.0,495423,9033985,1120859,723445,7174642,32014169,3943052,1879320.813517063,0,2511347,0,4846892,4642522,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2952 m2 pinggiran kota Bekasi,,37045911456.0,89962271866.7277,True,3569.0,929020,6403342,1259831,1276973,0,6112511,0,568723.2598861229,9224921,0,4426659,0,0,482341,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,885285.9350451046,1791936.350505561,False,1235.0,1439886,0,1138743,739305,0,19345141,0,1871639.378801651,5618408,4226604,0,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,15333689.220713444,36856888.98017534,True,7898.0,669071,0,907629,1308218,0,5841459,0,358138.3047607047,0,0,0,1874437,2156544,0,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,8743443.096180124,7742299.976683373,True,9401.0,1884406,6770801,1037595,619898,0,6904665,2350234,397327.83492141357,11155488,0,0,1153446,1708496,1593710,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,8743443.096180124,17404273.131677505,True,4133.0,299808,0,1486847,740045,0,8035411,4624296,537660.4481221715,0,3446644,1056829,0,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Bekas,1663431927.439487,3192778779.873919,True,8258.0,426308,0,760133,481883,0,9494774,0,749174.4231351053,12515173,0,0,0,0,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Bekas,1813869854.7090535,2563605574.031792,True,9676.0,1480578,5940090,1378038,1311376,0,13339194,0,863833.7835067637,0,3344122,4388980,0,1416129,3863350,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,12987746.736340556,22108712.660907447,True,2106.0,275191,0,1363442,353445,0,8602295,0,800902.3340630134,0,2712641,3588079,0,1857793,0,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,857786.6488066138,1734195.3887003646,True,9211.0,745221,0,1066572,357257,6737729,33640829,0,2677952.073939697,0,2303607,0,54535,1259196,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Baru,44921880.04834612,86561292.85588619,True,,711358,9503355,1184476,1279519,5582275,26161162,2654556,2276757.8528469824,0,2216712,0,1183910,0,4261561,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Baru,1227557303.0637589,3233366087.1287847,True,2884.0,738454,1220631,839895,704710,4140101,27766973,1047833,2375560.415016812,12711905,4931365,287217,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 83 m2 Bekasi,Bekas,1921573889.0,1679740000.5817297,True,9952.0,936505,0,1035500,1379739,4214884,24974574,0,1807983.7306873577,17276426,1625208,0,0,0,2219934,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,18101774.437830262,38794335.53840896,True,8926.0,1975357,675161,1255056,891420,5110731,14629782,1858933,1388332.2341126513,0,1845672,0,0,0,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 131 m2 Depok,Baru,988781774.0,1210469503.806265,True,8009.0,1410285,7608148,1439916,1142352,2266972,13792028,1416396,704400.7812759728,11234052,0,806778,0,3725557,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4662 m2 pinggiran kota Surabaya Selatan,,45166607514.0,61280892400.273346,True,2053.0,1387630,0,826625,990658,3737433,26865639,0,1491280.4860357882,0,0,2005573,4838498,4061343,3635285,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,45166607514.0,58593746253.889694,True,1356.0,469956,0,1393249,1260727,0,11598452,1687567,621186.5085995758,0,0,2491380,873561,0,171816,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara 1 karat dengan emas putih 18 karat,,26418625.08107864,48026887.25408593,True,9916.0,375755,2542020,1238517,1254961,0,25101983,0,1419397.5267947742,11084605,0,321208,3659031,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3195 m2 pedesaan Gresik,,16868922660.0,41126336418.1559,True,,1318816,0,1451198,931451,6179133,11664918,2511069,807913.7601249074,0,2964464,0,0,0,4420577,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Baru,1584016589.6894507,1902673882.5817494,True,4434.0,747557,0,781303,541170,6839993,18230432,0,1136306.4977239014,9373021,0,4591869,0,2031010,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,6232524.163627862,6576057.548549206,True,3760.0,1464764,0,1222072,1414311,0,10589336,0,859264.8193999489,19540901,0,3754620,0,0,2027220,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,11684166.066577535,30005464.22149138,True,6170.0,632298,941666,1472263,1185558,0,32103580,2469568,1866210.9464663945,0,0,1821251,0,0,4639097,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Baru,46420529.807753645,115828217.3275041,True,,445356,3825148,1012982,358611,0,9019645,3780299,757238.9301946134,0,1655422,0,959811,1721902,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,15290990.231446601,31083629.472211055,True,8799.0,1615953,2085103,1359779,647158,0,9594150,4039724,948135.194200436,0,0,0,0,0,3448776,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,20615549.292055998,45171005.53701186,True,9832.0,1311477,7702375,1191503,676705,2069843,19819996,0,1857264.7982280254,0,1726168,1722761,805419,3175886,188430,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,894182.469436088,2615055.656234323,True,5067.0,633928,7543041,1193603,1198202,0,13144372,0,1287850.0553202673,0,2406612,2701632,2179065,705769,0,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,8409342.592027545,25179264.312770396,True,,1622425,0,1252604,1218477,8095002,19532294,0,1477580.387890294,4614629,4028442,0,0,1920672,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1983 m2 pinggiran kota Bekasi,,26893442034.0,79548915109.3748,True,3935.0,378834,9358289,1150075,1214838,0,24391795,4795957,2376675.3580790902,0,234675,3776416,0,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2249 m2 perkotaan Bandung,,34312160870.0,77269364442.86954,True,5444.0,1315874,2136201,1241732,514223,4561100,32042684,1056185,2006059.7710180578,6121302,3265658,0,3481959,673349,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Bekas,15750850.025115293,45415112.37003954,True,4060.0,1421078,4809835,810643,1283108,0,14470872,0,1287061.5702421588,0,401920,0,1167346,1277477,279931,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,7512050236.740396,6140173797.581075,False,,647381,0,863503,1091584,0,5792452,0,493061.91111203877,1478793,3470563,0,0,3021764,1175852,2,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,3032 m2 pedesaan Mojokerto,,14541244600.0,43580215350.12955,True,8251.0,1904607,2384926,1232984,1384680,0,6672297,4453655,395124.13683474186,0,0,4850794,4872699,0,2959074,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,kalung,"Kalung liontin berlian 0,5 karat dengan emas kuning 22 karat",,11072298.075821448,13380514.195532538,True,7092.0,1066214,0,855285,446484,0,22066829,0,1952979.5519702146,0,1797882,0,0,688825,3802906,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,14559810.820852242,12633467.74098131,True,9044.0,929438,3761555,1352844,1306385,0,10314096,4291838,1006446.9739506396,7723945,1986025,1696984,1098993,4738658,0,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 261 m2 Depok Barat,Bekas,640217045.0,941927360.3830619,True,4895.0,925115,0,1369820,454343,6392669,7546715,3127938,623097.1386442855,0,2832914,2571892,4014698,2863993,3420447,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,35955138.24034384,79814812.89269263,True,6097.0,449727,877167,1258683,791741,3929455,32151144,4597067,2570631.689796661,307152,2922796,537223,0,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,10114999.595177848,27427365.52328985,True,4880.0,1112034,0,860661,732360,0,11325531,2705860,808295.2019762177,8811045,3716966,0,0,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda Brio,Baru,153901598.4589372,276695589.82585377,True,9128.0,1801497,0,1211031,833792,5787783,22292283,2297251,1248546.6899015799,14601634,817828,3365734,0,4415505,491488,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,20897035.249780007,39021868.227224946,True,,1806138,0,912183,503205,0,20799979,2378568,1396221.8142868455,6868657,1391821,1072717,0,2822455,1006866,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Baru,219308120.72865787,617242894.8580413,True,6420.0,1794956,8597892,1387864,396875,3957095,11805101,0,729118.8717088111,0,2383538,0,66373,0,0,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,rumah,Rumah 62 m2 Medan Barat,Bekas,543390202.0,1627896722.2562332,True,6354.0,1645847,7478038,835004,753574,0,26910176,0,1447400.9657225425,12599598,1578854,0,0,3731519,3979351,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
