collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_place,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Properti,Tanah,2778 m2 perkotaan Makassar,,23013177018.0,45831109531.70871,True,6168.0,807124,0,1121762,734545,0,22320836,2421084,1816658.1352840916,850211,0,0,4847119,0,3717717,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 244 m2 Depok Timur,Bekas,427135344.0,835482160.4328326,True,9457.0,1567269,4266869,1228350,999418,0,14046508,0,968416.7953890812,4262907,1515794,0,0,4671998,1353797,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,8050095.44456083,6745063.213567125,True,8891.0,245530,0,1072492,683391,0,25002485,0,1515337.6927351914,17025600,0,3662977,2351802,2409840,90688,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Bekas,953255034.7160349,1506261693.310921,True,5923.0,1451232,0,1446158,772829,2954347,20884832,0,1813342.4648325262,14820104,0,1510327,0,0,4516056,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,10974974.731643928,28660152.97518369,True,8167.0,1004848,4555832,970237,643226,0,8755519,4493925,701271.6629232193,5711960,0,0,4612736,3402320,4619706,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,11806630.114622168,16130041.455897667,True,4733.0,924414,0,1317446,1476660,8977742,12793659,0,986194.8363080088,0,897847,0,0,0,0,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,1581 m2 pedesaan Gresik,,9149499960.0,15258236741.276457,True,3001.0,851882,6478900,1255842,491407,2563841,15128286,3549017,1125609.0470736509,0,0,0,2550979,2421511,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,15357448.55126944,28440385.52435435,False,3176.0,481291,1013888,1348573,1200072,0,24056734,1030717,2183337.8812077735,0,893123,0,0,4644284,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,8205108.88677796,19090605.633241516,True,,965380,0,922022,753900,0,29026658,0,1645274.6303537406,4408091,2484279,0,2495096,0,649031,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,19505470.07350208,25144261.12703941,True,6364.0,755034,0,1447192,498880,3796783,15003495,0,907848.0352075755,12379744,2848407,0,2074307,1919386,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 105 m2 Surabaya Barat,Bekas,1482687461.0,3854814038.87703,True,3949.0,1888086,9735801,1379205,756844,0,14831781,0,793711.4816332405,15768911,0,0,3738217,716257,2367681,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5966412.511866057,4389015.045686616,True,3730.0,1076161,0,1342424,810185,0,25221462,4317725,2426897.002634045,16115153,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Baru,35384000.0,49580442.68978876,True,7030.0,904526,0,1161443,1367905,0,12511118,0,653222.0790641091,16039576,895400,0,0,2353699,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 289 m2 Surabaya Utara,Baru,1179333962.0,788456100.232796,True,3765.0,1530775,0,927080,487095,4249998,14372472,4382748,730357.3693088329,10066088,0,0,1936363,2870767,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,11588674829.395403,16382870633.424742,True,8784.0,453963,5151582,968310,679649,6973694,5019764,0,291494.9070441474,0,2605300,4939937,4574830,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1006721.9760003712,1447528.8715230767,True,3893.0,989269,0,834446,508026,7451616,12884879,1827460,1246428.061597561,3989132,1039047,4771233,0,0,1213745,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,7034124.093639086,19006060.89910956,True,8511.0,1017044,2368999,1153564,1305180,0,18387370,4376353,1126414.2078669155,0,0,2680610,0,2224899,821030,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,20137731.95948869,21877070.71951832,True,8814.0,521646,0,1401837,879115,6286622,12713689,3111636,751403.4110086277,6125120,4397178,1817783,0,4335924,615850,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,763659.9886880728,1536475.8514048117,True,,1136063,0,1429565,748727,0,34683118,0,3183331.915673378,0,0,3704601,0,1814461,4180223,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,26834423.363221332,78321931.93422416,True,,1696878,8386035,816893,1205428,4099867,21369346,0,1723733.5369229726,7073277,4902198,2404978,0,1455733,3459929,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,28948222.70170391,55494732.088609725,True,9219.0,1466639,0,996204,1193333,0,9805223,0,827770.5223641885,0,0,223846,4769823,2207197,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,26867372.9077851,39065643.25488612,True,3134.0,426784,8422489,970796,1365077,0,34604019,1134573,1747344.2854430114,0,0,4871719,0,2006247,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,26867372.9077851,41534793.57639988,True,2927.0,1555222,2151953,1127010,648445,0,7603690,0,606327.1587212298,14248149,0,0,0,4860198,800104,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,34508236.605189644,75151745.34038238,True,9358.0,1446191,2983507,861490,672115,9662093,18470626,4812054,1305259.924051748,5673204,3052979,2974428,2713477,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,34508236.605189644,61973517.70378011,True,3956.0,1089851,9972697,875953,1372848,0,5914402,3951171,577646.7247760384,0,0,0,2508071,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,856954.7628528869,2442508.078160519,False,7276.0,1334195,1611964,1298028,365287,0,13539812,1494810,1311304.6266276224,14475614,4304194,53572,3804635,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 129 m2 Tangerang,Bekas,729994879.0,1970924546.2079678,True,9249.0,1798800,7139544,1465998,735587,7409510,16044003,0,1237087.385203973,2228969,0,236052,0,0,3331128,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4743 m2 pedesaan Sidoarjo,,25873472898.0,22684125325.884075,True,6332.0,1543586,6791967,951060,859530,0,33639863,0,2640616.734924421,975788,2478330,4372779,0,3569196,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3362 m2 perkotaan Semarang,,24429048450.0,33243986646.342896,True,1809.0,1677798,5772215,1195990,1157131,2138312,12199272,0,650353.5046192764,0,1759778,0,2967184,4217042,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,8122004.013033664,9303836.419302048,True,9435.0,1257806,5657882,1032337,1137898,2082969,34085182,0,2868200.6376310345,18288604,0,611253,0,4707000,4901567,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,14017595.250807002,26041141.701125238,True,5937.0,344276,8610300,1020929,1124618,0,21501257,1292434,1973369.7755668957,0,1715381,291018,0,0,4613110,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3835 m2 pinggiran kota Bekasi,,60476155220.0,94541251588.486,True,8394.0,851655,0,1172833,1240855,3752120,19020238,0,1196848.8397081797,8724414,0,0,0,0,3400646,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,12824997.465756658,35377821.223636284,True,2144.0,1370877,1475215,1231376,446874,0,34677132,0,1922540.3227008672,0,0,3581946,3919940,4530717,3816599,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,9699679.005272025,9262692.71097209,True,2479.0,391953,8818043,876754,914531,3152694,22214854,0,1142325.283131415,0,0,420152,0,0,0,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,7717803830.134915,12002209139.664576,True,2719.0,1359742,3105573,1263708,944791,0,34279284,0,3114434.1617642464,0,0,4573192,2523583,3490254,228155,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 95 m2 Tangerang,Baru,772478728.0,1035802324.5623155,True,4947.0,1019515,9716036,891467,763501,0,14133278,0,1399053.9696347222,6607138,0,661136,3061988,2286201,614030,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Baru,48200396.060631745,105821041.29045752,True,9555.0,1459371,2250597,1075603,1196305,0,26443476,3971347,1785854.8831315208,0,0,2054532,0,91272,590658,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 190 m2 Gresik,Baru,654614292.0,1714969759.823467,True,8195.0,578582,0,1414831,600095,4599239,11984618,2909244,665583.3559114187,17044385,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Baru,17047447.13739179,45580818.56562101,True,,445162,5259295,1183981,1443410,0,18639367,0,1196170.1998606299,16884836,4670912,0,0,4623534,2853065,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas putih 14 karat dengan desain jalinan,,5591249.376642461,6585577.007614912,True,4119.0,679257,7695705,1429939,1216331,0,7361728,3491382,430410.7271482891,0,4205024,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,48569302.4878031,True,3026.0,588690,3167831,1384483,1249420,8869562,34219264,0,2263230.6267393394,6889708,3222036,0,0,2090086,4168114,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 51 m2 Yogyakarta,Bekas,339694988.0,571648278.2251924,True,9841.0,821986,0,1380888,950931,0,6485805,2715821,344080.65286440245,1411708,1975798,4491815,3535748,0,2926084,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4200 m2 perkotaan Medan,,51099493200.0,56541912381.56297,True,1836.0,1244260,2742875,811547,1074221,7575486,8440474,4191870,570150.5383971042,0,0,2032974,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1323 m2 pinggiran kota Depok,,18377295552.0,45838117438.9113,True,4929.0,1223777,4148542,1014210,1290095,0,24894139,0,1844357.4026441316,5381839,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,23583112.634365838,59679092.85642201,True,1759.0,1386100,0,1307037,1039342,0,30753434,4536929,1837752.4923539474,12957736,4546750,0,3976100,0,2064530,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,31173705.417305805,31308620.536874704,True,1273.0,1537416,1567354,798777,458331,5305751,28217245,1534171,1438112.082915251,428245,3378195,709127,1267765,1852711,2181009,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,16922202.812207952,33577021.94246583,True,7047.0,242839,7336761,1477211,1493905,0,18875205,1583922,1701899.7743537356,6136569,0,4219329,0,2803275,2445748,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,24888485.237728674,34338943.74631594,True,3056.0,1792723,0,885390,1292090,7998374,26408586,0,1855935.073846958,0,0,0,0,862666,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,26630359.6475749,60703778.091016166,True,6557.0,345841,0,1299463,913866,0,11189006,0,671590.472835181,13441823,0,0,0,3906432,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 243 m2 Medan,Bekas,963815043.0,1642507766.2787611,True,4261.0,206493,0,1322397,673801,3201565,25948669,2184311,1909540.89143851,0,1395221,277997,2684063,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,547672.3681651801,813277.7912930874,True,8450.0,938078,5057521,813890,498768,8182456,27878805,0,1502313.12570748,0,0,0,0,4802382,37715,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Baru,15585919.110603597,17337315.537983533,True,8662.0,1667034,0,1145676,614994,0,6278928,0,424093.9846048532,7177692,3461743,0,443272,0,191405,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,4683706179.622733,12656603906.409185,True,2422.0,825422,9726968,1075016,1046083,0,13488464,2938911,709237.6938293533,0,4739466,0,1758536,0,1397234,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,9831000.74155844,14454046.485615715,True,2092.0,388127,0,907344,516161,3718896,8030744,0,737544.2086434186,6074926,0,0,1484062,4789703,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,34582007.97354315,28822018.415324505,True,5893.0,1318270,0,906293,1308267,3406948,26200344,2222880,1844957.8058395993,0,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,8385671.181620464,16436628.33936441,True,,698279,4121111,1194583,1387201,0,24140211,3624667,2370384.5193515257,11835952,0,3605374,0,1450548,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5356271.64816137,3652692.4587408253,True,3054.0,1430401,0,936302,592564,6205764,32275528,2626708,2118690.162627155,0,884735,3363659,2934588,216461,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,20121023.0295619,42039118.259387895,True,9777.0,543704,0,937414,666473,2778056,34626288,4642032,1993932.8565256242,18565031,0,4349368,0,1552638,3385366,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,16914416.813628025,12655851.513477413,True,3967.0,1616129,0,1373390,485894,0,33437777,1970609,1730478.7531061089,13568495,0,1319574,0,3357962,1696882,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4033 m2 perkotaan Batam,,43605945405.0,86392514811.64055,True,1882.0,303211,795716,784112,847107,4841550,9581445,4558774,636728.9813345124,0,1770004,4670962,2571942,4396074,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,7313830.013381507,9537383.986810232,True,3888.0,660275,0,1344575,414267,0,6042737,0,449695.90073493315,15561944,0,1066482,76356,2592811,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,7869854.183055321,11932037.283736017,True,,782983,3861783,843558,1237092,6271133,18193394,2634148,1762643.0808691087,17384872,0,2365652,256154,1872212,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,26639264.726828434,45969669.99873605,True,2059.0,1352507,0,1183679,518236,0,14726014,0,1423144.9051154084,10293432,0,616269,0,4091537,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,17656988.849843428,40338050.59124003,True,9806.0,705804,3779095,1000800,525639,0,11383533,1131282,1029821.5979904142,100041,0,2692905,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,16867959.182595238,48322248.9404813,True,8400.0,1063918,7739029,914178,1211628,7500201,18394083,0,1051214.272448487,0,0,0,780323,1283950,3060468,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3815 m2 pinggiran kota Surabaya Timur,,41044505355.0,119052278947.47472,True,2395.0,1640389,0,1085171,740380,0,28309872,0,1849469.4810233633,0,0,2416070,4093703,4675877,645347,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,29703660.82744095,30713917.997972086,False,9999.0,847641,2524402,1374209,1476236,0,14512208,0,1040505.7279727027,10483573,0,2359741,4020925,4832781,3109430,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 141 m2 Tangerang,Baru,1480028175.0,4135158302.8839264,True,7463.0,1398528,0,1073012,541636,0,26862529,2517183,2302017.461381164,0,4511409,0,0,4601296,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,22166253.497305945,51249858.72747926,True,9273.0,1608875,0,793880,1280933,6318260,14301435,4029915,839141.8567827325,9985928,0,3348141,0,0,2967576,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,16473044.17371703,33364483.66208235,True,2890.0,277343,0,1472037,1174402,7242741,7348978,0,721374.5285131934,19424077,0,0,0,4202336,1849443,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,36588274.22665674,85195292.2986607,True,7926.0,1953584,7609501,1387029,967595,0,5363849,4996446,270952.9022058967,0,4958989,4428174,2088772,4909077,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4405 m2 pedesaan Depok Timur,,26285154790.0,75557102962.6139,True,8208.0,1543929,0,1451361,454377,0,23899532,0,2329565.1392596047,8591633,0,2037771,2633837,2987365,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4991 m2 perkotaan Batam,,55345543379.0,107318866393.60818,True,,576701,0,1460353,1033922,8657460,34984476,3749742,1990522.0811540587,11098693,287657,0,4941848,2465191,4605958,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2359 m2 pinggiran kota Medan Barat,,14316579921.0,22261762276.883728,True,1275.0,1195426,0,1038986,899605,0,24812605,0,1508455.243994246,2708230,0,455142,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,14316579921.0,17278603940.785217,True,5450.0,598126,5146716,891539,1303031,7731103,6219064,0,357677.14251501835,0,3450540,2851681,749951,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,22495154.893394813,43226359.3386702,True,7529.0,599006,0,982670,781089,0,13490246,0,932896.886425138,0,0,0,3795921,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,22495154.893394813,54495343.33189844,True,9228.0,921542,3330937,949352,877972,0,13262591,0,1197419.2499011778,16378557,0,3303886,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 218 m2 Surabaya,Baru,2587525015.0,4650873422.484282,False,8191.0,648267,7406182,1090963,447651,9250964,33312543,1582790,2523224.9096626765,15912104,0,0,0,0,2136524,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,25875271.906276144,23685779.20954431,True,,573811,1562478,1066684,443273,9759084,6513015,3542216,405194.4915428997,7383231,3883402,3658954,0,0,4857779,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,683930.9917364665,1126659.063691629,True,7169.0,338049,0,1111603,1407752,7184311,32227220,0,2504722.860865192,3892487,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 125 m2 Depok,Baru,1226841925.0,1381061147.6212769,True,9215.0,1217789,0,1067795,520908,9264517,10447725,0,532281.7468962824,0,4255297,0,0,0,233205,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,27107219.40998907,52546289.023291446,True,,1199488,5488120,955668,398626,0,20046819,0,1825166.4079534179,0,3769027,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,22928087.622900393,63046403.437597364,False,3661.0,880418,0,1470770,519487,0,14044251,4855594,1303097.3556521458,0,2987372,779786,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,41032149.01866332,43011608.49771459,True,6996.0,1580940,7660025,1331314,364022,7563467,31279312,0,2306425.489484222,13284080,3692807,2234021,0,399616,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,22475448.533659756,49994537.74990162,True,8918.0,1904678,9113719,1150789,1084084,0,32029800,0,3136401.4051485676,0,3568387,0,1879151,4332384,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,12165928.48185129,27532377.375256505,True,2379.0,1623069,1074643,1377191,749721,8827400,34090405,0,2270717.689624963,0,0,384075,2147154,3020421,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,32541101.669909794,53735453.24200751,True,5613.0,1050850,0,854259,872631,0,17945730,0,1297841.0789431587,0,1354933,0,3553961,0,3587736,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan desain chevron,,10449739.677334001,23071786.069637947,True,3668.0,1242433,5485827,1475956,1394961,0,19430332,3362429,1551863.9620846966,7405132,2914474,0,0,0,2568477,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14747122.650883995,15251335.431352988,True,1333.0,1398935,0,915992,722652,0,29517887,2242558,1548204.589965712,0,0,702670,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,12512128.00533465,36122359.53894176,True,4654.0,727852,0,1256115,981716,0,6764940,0,544543.0399309191,0,4581951,0,0,0,2401489,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,12471959.594150692,34003443.38348785,True,7007.0,1555027,0,848149,379698,0,27431130,2982412,2619985.0525027644,0,4699642,0,0,4199447,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin mutiara dan berlian,,857612.9565708294,2253103.813105374,True,6103.0,1400480,0,987770,1102241,4916905,15959092,0,873042.7637590942,0,3419440,0,0,2482631,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,29499711.58823776,86688895.51339358,True,6830.0,1387035,9339723,1391094,1071033,0,26148500,1764027,1928173.553223139,19291685,4360564,0,0,692592,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2424 m2 perkotaan Surabaya,,42611503272.0,120701190112.24612,True,5355.0,435297,0,1216419,556630,5697719,18255667,4661528,956575.21885995,0,152359,1972108,1745567,746713,2454309,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Rush,Baru,269504298.6659262,696988888.1024714,True,2934.0,1555051,5672456,1416175,982582,0,15260784,3997501,1078203.959428153,4512124,703602,4918888,4252805,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,29472474.876384284,25844024.588675942,True,7094.0,1110116,0,873235,756458,0,23942052,1476777,1246380.5531104582,10985958,0,1688430,0,0,284301,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Bekas,17611359.274757653,36395296.021134436,True,7471.0,622900,6463555,904538,927724,0,18045839,0,1642039.0548420649,9776829,899545,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,16639383.065159377,30800306.864565317,True,1933.0,690613,0,760455,384842,7170147,29981661,0,1964559.3466040934,4579866,1433612,4159545,58069,2260040,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,8558017.142384252,18114236.653507046,True,4752.0,1190284,0,1146895,578372,2732485,20171686,0,1590631.4626884416,15237338,0,0,2432454,2184312,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,36015709.34277433,87104857.78401677,True,2995.0,1251977,9984549,1090158,1020076,0,12669226,4188893,998444.0140582792,3677102,0,2153895,1039683,2676844,2214906,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,27989768.551114734,59514625.205729015,True,1308.0,520486,0,931389,691796,0,7286629,0,429845.554038935,18733951,0,0,2134574,2981789,163957,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
