nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 13:40:00",680,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 13:40:00",630,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 13:40:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 13:40:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 13:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 12:15:10",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 13:40:00",1840,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 13:40:00",3170,"Status : Siaga 2"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 13:40:00",1980,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 13:40:00",1850,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 13:40:00",1390,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 14:10:00",120,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 14:10:00",760,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 14:10:00",6300,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 14:10:00",180,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 14:10:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 14:10:00",2820,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 14:10:00",1860,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 14:10:00",1830,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 14:10:00",-1750,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 14:10:00",700,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 14:10:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 14:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 14:10:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 14:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 12:15:10",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 14:10:00",1840,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 14:10:00",3160,"Status : Siaga 2"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 14:00:00",1980,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 14:10:00",1820,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 14:10:00",1440,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 14:30:00",120,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 14:30:00",760,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 14:30:00",6290,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 14:30:00",170,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 14:30:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 14:30:00",2850,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 14:10:00",1860,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 14:30:00",1790,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 14:30:00",-1780,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 14:30:00",710,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 14:30:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 14:30:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 14:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 14:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 12:15:10",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 14:30:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 14:30:00",3150,"Status : Siaga 2"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 14:30:00",2000,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 14:30:00",1850,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 14:30:00",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 15:10:00",120,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 15:10:00",760,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 15:10:00",6270,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 15:10:00",160,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 15:10:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 15:10:00",2790,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 15:10:00",1740,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 15:10:00",1690,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 15:10:00",-1770,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 15:10:00",680,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 15:10:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 15:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 15:10:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 15:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 12:15:10",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 15:10:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 15:10:00",3150,"Status : Siaga 2"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 15:10:00",2020,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 15:10:00",1790,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 15:10:00",1390,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 15:40:00",120,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 15:40:00",760,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 15:40:00",6180,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 15:40:00",150,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 15:40:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 15:40:00",2790,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 15:40:00",1710,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 15:40:00",1660,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 15:40:00",-1790,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 15:40:00",680,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 15:40:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 15:30:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 15:40:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 15:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 15:16:01",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 15:40:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 15:40:00",2370,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 15:30:00",2000,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 15:40:00",1780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 15:40:00",1390,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 16:00:00",110,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 16:10:00",760,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 16:10:00",6120,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 16:10:00",150,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 16:10:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 16:10:00",2760,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 16:10:00",1640,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 16:10:00",1560,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 16:10:00",-1800,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 16:10:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 16:10:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 15:30:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 16:10:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 16:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 15:16:01",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 16:10:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 16:10:00",2320,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 16:10:00",2010,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 16:10:00",1780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 16:10:00",1400,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 16:40:00",120,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 16:40:00",760,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 16:40:00",6100,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 16:40:00",150,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 16:40:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 16:40:00",2700,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 16:40:00",1600,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 16:40:00",1540,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 16:40:00",-1780,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 16:30:00",720,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 16:40:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 16:40:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 16:40:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 16:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 16:00:00",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 16:40:00",1810,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 16:40:00",2290,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 16:40:00",2010,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 16:40:00",1760,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 16:40:00",1390,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 17:10:00",110,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 17:10:00",920,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 17:10:00",6020,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 17:10:00",150,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 17:10:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 17:10:00",2640,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 17:00:00",1570,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 17:10:00",1430,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 17:10:00",-1800,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 17:10:00",810,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 17:10:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 17:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 17:10:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 17:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 16:00:00",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 17:10:00",1810,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 17:10:00",2270,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 17:10:00",2010,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 17:10:00",1650,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 17:10:00",1390,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 17:40:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 17:40:00",1040,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 17:40:00",6010,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 17:40:00",140,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 17:40:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 17:40:00",2580,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 17:40:00",1490,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 17:40:00",1420,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 17:40:00",-1850,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 17:40:00",850,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 17:40:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 17:40:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 17:40:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 17:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 17:00:26",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 17:40:00",1810,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 17:40:00",2290,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 17:40:00",2010,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 17:40:00",1670,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 17:40:00",1380,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 18:10:00",210,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 18:10:00",1010,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 18:10:00",6000,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 18:10:00",140,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 18:10:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 18:10:00",2560,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 18:10:00",1460,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 18:10:00",1390,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 18:10:00",-1320,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 18:10:00",900,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 18:10:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 18:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 18:10:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 18:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 17:00:26",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 18:10:00",1810,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 18:10:00",2330,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 18:10:00",2020,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 18:10:00",1640,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 18:10:00",1390,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 18:40:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 18:40:00",860,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 18:40:00",6000,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 18:40:00",750,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 18:40:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 18:40:00",2520,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 18:40:00",1450,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 18:40:00",1370,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 18:40:00",-1860,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 18:40:00",1010,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 18:40:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 18:40:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 18:40:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 18:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 17:00:26",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 18:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 18:40:00",2370,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 18:40:00",2010,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 18:40:00",1610,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 18:40:00",1390,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 19:10:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 19:10:00",830,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 19:10:00",5990,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 19:10:00",990,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 19:10:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 19:10:00",2530,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 19:10:00",1420,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 19:10:00",1340,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 19:10:00",-1850,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 19:10:00",1490,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 19:10:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 18:50:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 19:10:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 19:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 17:00:26",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 19:10:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 19:10:00",2400,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 19:10:00",2010,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 19:00:00",1550,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 19:10:00",1380,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 19:40:00",190,"Status : Normal"
