,lat,lon,depth,mag,remark,klasifikasi
44683,-10.9,124.23,10,3.8,47,gempa minor
44684,-10.84,124.02,10,5.8,47,gempa sedang
44685,-10.84,124.02,10,5.8,47,gempa sedang
44686,-10.86,124.06,10,6.2,47,gempa kuat
44687,-10.86,124.06,10,6.2,47,gempa kuat
44688,-8.53,116.9,10,3.1,43,gempa minor
44689,-8.19,109.91,10,2.8,15,gempa micro
44690,-8.43,116.6,10,4.2,43,gempa ringan
44691,-8.45,116.01,10,2.9,43,gempa micro
44692,-8.31,116.06,10,4.5,43,gempa ringan
44693,-8.19,116.85,10,4.1,43,gempa ringan
44694,-2.24,141.02,15,3.9,20,semoga bisa
44695,-8.45,116.97,10,3.6,43,gempa minor
44696,-2.97,127.77,12,2.3,8,gempa micro
44697,-1.43,126.45,29,3.0,37,gempa minor
44698,1.71,126.4,10,3.3,26,gempa minor
44699,1.79,126.38,10,3.3,26,gempa minor
44700,-0.26,122.89,10,2.4,18,gempa micro
44701,-8.06,116.36,10,3.4,43,gempa minor
44702,-8.16,116.34,12,3.4,43,gempa minor
44703,-8.28,116.83,10,3.5,43,gempa minor
44704,0.97,122.64,53,1.7,18,gempa micro
44705,-10.81,124.21,10,3.1,47,gempa minor
44706,-10.97,124.12,10,3.6,47,gempa minor
44707,1.01,125.33,21,3.8,26,gempa minor
44708,-9.11,110.15,49,3.5,35,gempa minor
44709,-8.57,121.11,199,3.9,10,semoga bisa
44710,-3.59,127.43,10,2.7,31,gempa micro
44711,0.68,122.52,10,2.0,18,gempa micro
44712,-8.2,116.55,15,3.6,43,gempa minor
44713,1.45,98.04,10,2.4,27,gempa micro
44714,-3.42,131.36,55,3.2,14,gempa minor
44715,-10.09,123.83,14,2.3,47,gempa micro
44716,-3.4,128.39,10,2.0,31,gempa micro
44717,2.79,124.81,10,3.7,7,gempa minor
44718,-8.31,116.91,10,3.0,43,gempa minor
44719,-8.46,116.89,10,2.8,43,gempa micro
44720,-8.34,116.78,13,3.6,43,gempa minor
44721,1.04,125.36,18,4.9,26,semoga bisa
44722,-9.59,113.88,27,4.3,35,gempa ringan
44723,-10.91,124.16,13,4.0,47,gempa ringan
44724,4.39,126.21,12,4.7,45,gempa ringan
44725,-9.04,116.67,10,2.8,43,gempa micro
44726,-8.25,116.59,10,3.2,43,gempa minor
44727,-7.78,118.79,14,5.0,11,gempa sedang
44728,-7.78,118.79,14,5.0,11,gempa sedang
44729,-8.91,110.26,13,3.5,15,gempa minor
44730,-8.19,116.86,10,3.5,43,gempa minor
44731,5.4,127.07,64,4.8,29,gempa ringan
44732,-9.93,119.19,12,2.8,42,gempa micro
44733,-9.46,115.98,53,3.7,34,gempa minor
44734,-8.48,116.75,10,2.5,43,gempa micro
44735,-7.39,123.9,542,4.0,4,gempa ringan
44736,-0.04,123.05,147,2.3,18,gempa micro
44737,-6.22,131.03,153,4.5,46,gempa ringan
44738,-1.26,101.65,196,4.7,38,gempa ringan
44739,-8.65,115.3,34,2.8,2,gempa micro
44740,-8.25,116.78,10,2.9,43,gempa micro
44741,-8.08,116.34,10,3.7,43,gempa minor
44742,-8.45,116.87,10,3.3,43,gempa minor
44743,-7.73,106.38,10,3.6,15,gempa minor
44744,-8.29,116.66,10,3.0,43,gempa minor
44745,-8.33,116.91,10,3.1,43,gempa minor
44746,-3.27,128.83,10,2.0,31,gempa micro
44747,-10.8,124.25,19,3.1,47,gempa minor
44748,-9.0,108.0,10,3.5,15,gempa minor
44749,-8.32,116.88,12,3.3,43,gempa minor
44750,-8.29,116.83,10,4.1,43,gempa ringan
44751,-8.26,116.81,10,4.0,43,gempa ringan
44752,-1.12,138.72,10,4.6,21,gempa ringan
44753,-8.6,116.83,19,2.7,43,gempa micro
44754,0.31,125.01,62,3.2,26,gempa minor
44755,0.07,130.44,38,3.2,14,gempa minor
44756,-9.06,124.01,50,2.5,47,gempa micro
44757,-8.34,116.82,10,3.0,43,gempa minor
44758,-8.27,116.67,10,3.0,43,gempa minor
44759,-8.38,116.56,10,2.7,43,gempa micro
44760,-8.97,116.63,28,2.9,43,gempa micro
44761,-8.39,116.92,10,2.8,43,gempa micro
44762,0.99,121.74,20,2.5,18,gempa micro
44763,0.29,121.64,138,3.4,18,gempa minor
44764,-4.65,102.61,28,3.5,38,gempa minor
44765,-0.9,97.44,14,4.6,39,gempa ringan
44766,-8.17,116.86,10,3.1,43,gempa minor
44767,5.31,126.35,187,4.3,19,gempa ringan
44768,-10.86,124.22,11,4.0,47,gempa ringan
44769,-10.79,124.09,10,5.0,47,gempa sedang
44770,-8.86,115.94,10,2.6,2,gempa micro
44771,-8.0,116.3,10,2.5,3,gempa micro
44772,1.93,127.38,91,4.2,12,gempa ringan
44773,-8.56,116.17,16,3.0,43,gempa minor
44774,-8.26,116.83,10,3.1,43,gempa minor
44775,-8.48,116.85,15,3.3,43,gempa minor
44776,-8.31,116.89,11,2.7,43,gempa micro
44777,-10.84,124.21,12,3.9,47,semoga bisa
44778,-8.33,116.6,12,3.2,43,gempa minor
44779,-8.07,107.87,23,3.9,15,semoga bisa
44780,-0.17,124.04,99,3.8,37,gempa minor
44781,-9.77,118.76,10,3.5,43,gempa minor
44782,-7.06,106.12,17,2.9,15,gempa micro
44783,-8.4,116.85,10,3.1,43,gempa minor
44784,-0.05,123.26,137,4.5,18,gempa ringan
44785,-8.24,116.77,10,3.1,43,gempa minor
44786,-8.29,116.19,10,2.4,43,gempa micro
44787,-8.4,116.68,13,2.9,43,gempa micro
44788,-8.51,116.9,10,3.2,43,gempa minor
44789,-0.06,126.64,10,4.3,37,gempa ringan
44790,-8.37,116.14,19,2.7,43,gempa micro
44791,1.41,99.72,186,4.1,27,gempa ringan
44792,-8.35,116.11,10,5.1,43,gempa sedang
44793,-8.35,116.11,10,5.1,43,gempa sedang
44794,-8.26,116.26,13,4.1,43,gempa ringan
44795,-8.23,116.2,10,3.3,43,gempa minor
44796,-7.8,116.7,10,3.3,3,gempa minor
44797,-8.43,116.87,10,3.1,43,gempa minor
44798,-10.86,124.16,10,2.9,47,gempa micro
44799,-8.15,116.22,10,3.6,43,gempa minor
44800,-6.31,128.63,313,4.8,4,gempa ringan
44801,-3.46,128.38,10,2.9,31,gempa micro
44802,3.08,126.97,10,3.8,45,gempa minor
44803,0.38,121.05,20,2.3,18,gempa micro
44804,-8.19,116.59,10,4.0,43,gempa ringan
44805,0.33,122.21,104,3.1,18,gempa minor
44806,0.26,121.49,137,2.2,18,gempa micro
44807,-8.49,116.93,13,3.2,43,gempa minor
44808,-8.53,116.92,10,2.8,43,gempa micro
44809,-8.03,119.96,225,4.5,10,gempa ringan
44810,-3.39,140.49,10,2.8,13,gempa micro
44811,-6.9,126.65,428,4.2,4,gempa ringan
44812,-8.22,116.28,10,3.0,43,gempa minor
44813,-6.08,105.93,140,4.0,44,gempa ringan
44814,-8.19,116.27,10,3.0,43,gempa minor
44815,-8.42,116.88,13,3.1,43,gempa minor
44816,-8.35,116.77,10,2.6,43,gempa micro
44817,-10.89,124.15,12,3.7,47,gempa minor
44818,-8.39,116.92,10,3.1,43,gempa minor
44819,-8.42,116.92,10,3.9,43,semoga bisa
44820,-8.0,116.29,13,3.2,43,gempa minor
44821,-0.41,122.98,70,3.2,18,gempa minor
44822,-10.88,124.09,10,3.4,47,gempa minor
44823,-8.25,116.65,10,4.1,43,gempa ringan
44824,0.85,122.44,31,3.1,18,gempa minor
44825,-7.11,105.75,31,4.1,15,gempa ringan
44826,0.81,126.23,10,3.9,26,semoga bisa
44827,3.23,123.9,403,4.4,7,gempa ringan
44828,-6.88,130.69,125,4.4,4,gempa ringan
44829,-7.96,127.67,19,4.0,4,gempa ringan
44830,-7.86,116.38,10,4.1,3,gempa ringan
44831,-4.72,121.28,12,2.8,40,gempa micro
44832,-2.7,102.11,156,4.5,38,gempa ringan
44833,-10.76,124.05,49,2.9,47,gempa micro
44834,-9.03,124.23,81,3.2,47,gempa minor
44835,-8.38,116.61,19,2.8,43,gempa micro
44836,-7.22,126.63,329,4.2,4,gempa ringan
44837,-7.97,116.29,13,3.7,3,gempa minor
44838,-0.15,122.79,152,4.0,18,gempa ringan
44839,0.64,97.12,28,3.3,27,gempa minor
44840,-8.43,116.59,10,2.7,43,gempa micro
44841,-8.93,116.15,10,2.7,43,gempa micro
44842,-0.53,98.97,50,3.4,38,gempa minor
44843,-5.66,131.06,108,5.1,4,gempa sedang
44844,-5.66,131.06,108,5.1,4,gempa sedang
44845,-7.98,116.29,10,3.1,3,gempa minor
44846,-8.12,116.23,22,2.8,43,gempa micro
44847,-8.28,116.01,10,2.9,43,gempa micro
44848,-3.36,127.28,43,4.1,31,gempa ringan
44849,-8.31,116.74,10,3.0,43,gempa minor
44850,-8.88,116.14,15,2.9,43,gempa micro
44851,2.64,126.84,10,4.6,26,gempa ringan
44852,-7.37,103.04,10,4.9,39,semoga bisa
44853,-8.33,116.65,10,2.8,43,gempa micro
44854,-8.18,116.43,16,5.2,43,gempa sedang
44855,-8.18,116.43,16,5.2,43,gempa sedang
44856,-8.25,116.11,11,3.7,43,gempa minor
44857,-8.22,116.82,10,3.6,43,gempa minor
44858,-8.73,110.74,52,3.1,15,gempa minor
44859,1.72,121.67,15,3.1,18,gempa minor
44860,-8.16,116.62,10,3.1,43,gempa minor
44861,-8.08,116.37,10,3.0,43,gempa minor
44862,-8.24,116.12,11,3.5,43,gempa minor
44863,-8.27,116.12,17,3.0,43,gempa minor
44864,-8.26,116.12,10,4.1,43,gempa ringan
44865,-2.92,128.92,10,3.0,8,gempa minor
44866,-10.33,118.71,33,3.6,36,gempa minor
44867,-6.9,106.44,13,3.0,15,gempa minor
44868,-7.8,126.72,164,4.0,4,gempa ringan
44869,0.89,118.68,12,3.5,5,gempa minor
44870,-8.25,116.79,19,3.4,43,gempa minor
44871,-8.43,116.79,10,3.0,43,gempa minor
44872,-8.36,116.62,10,2.7,43,gempa micro
44873,-8.31,116.2,10,2.7,43,gempa micro
44874,0.21,122.39,156,3.7,18,gempa minor
44875,-9.07,119.06,95,3.3,42,gempa minor
44876,-8.45,116.88,10,3.5,43,gempa minor
44877,-8.57,116.12,10,3.0,43,gempa minor
44878,-8.33,116.19,10,3.3,43,gempa minor
44879,-10.78,118.97,10,3.4,36,gempa minor
44880,-8.23,116.62,10,3.3,43,gempa minor
44881,-2.7,129.62,28,3.4,31,gempa minor
44882,-1.62,99.53,10,3.0,38,gempa minor
44883,-8.86,109.98,18,3.2,15,gempa minor
44884,-9.09,116.47,10,3.3,43,gempa minor
44885,-4.93,119.67,10,1.9,40,gempa micro
44886,-9.06,116.6,25,3.1,43,gempa minor
44887,-0.05,122.01,159,2.2,18,gempa micro
44888,-8.29,116.2,10,3.6,43,gempa minor
44889,0.89,120.79,10,2.7,18,gempa micro
44890,-8.57,116.54,26,2.8,43,gempa micro
44891,1.04,98.23,40,3.7,27,gempa minor
44892,-8.66,112.83,122,3.8,15,gempa minor
44893,-8.11,116.84,10,4.1,43,gempa ringan
44894,-2.79,129.41,13,3.5,31,gempa minor
44895,0.78,122.71,10,2.9,18,gempa micro
44896,-8.2,116.77,10,3.3,43,gempa minor
44897,-8.28,116.81,10,3.7,43,gempa minor
44898,-7.91,116.36,13,3.5,3,gempa minor
44899,-8.01,116.4,11,3.4,43,gempa minor
44900,-9.88,123.15,61,3.4,47,gempa minor
44901,-10.66,124.34,14,3.3,47,gempa minor
44902,-5.59,130.08,220,4.1,4,gempa ringan
44903,0.22,130.2,65,3.5,14,gempa minor
44904,-8.49,116.9,16,2.9,43,gempa micro
44905,-0.37,123.47,101,3.2,18,gempa minor
44906,-2.39,140.49,10,2.3,21,gempa micro
44907,-2.9,126.25,10,4.5,8,gempa ringan
44908,-8.45,116.9,10,3.8,43,gempa minor
44909,-2.66,140.52,10,1.6,21,gempa micro
44910,-2.81,126.32,10,3.2,8,gempa minor
44911,0.26,125.27,10,3.9,26,semoga bisa
44912,-8.35,116.72,10,2.3,43,gempa micro
44913,-10.01,123.84,10,2.8,47,gempa micro
44914,5.17,126.97,150,4.5,19,gempa ringan
44915,-8.29,116.71,10,2.4,43,gempa micro
44916,-8.3,116.74,10,2.6,43,gempa micro
44917,-8.01,116.41,10,4.5,43,gempa ringan
44918,-8.26,116.23,13,2.9,43,gempa micro
44919,-8.47,116.91,10,4.3,43,gempa ringan
44920,-8.47,116.91,10,4.3,43,gempa ringan
44921,-9.74,118.71,10,4.6,43,gempa ringan
44922,-0.21,125.22,10,3.3,37,gempa minor
44923,-0.3,125.18,10,4.2,37,gempa ringan
44924,-0.75,120.05,24,3.1,18,gempa minor
44925,2.68,128.43,223,3.7,12,gempa minor
44926,1.7,122.34,31,2.4,18,gempa micro
44927,-5.69,120.71,10,2.6,40,gempa micro
44928,-8.28,116.98,10,3.5,43,gempa minor
44929,-8.32,116.1,10,2.5,43,gempa micro
44930,1.08,121.74,14,2.1,18,gempa micro
44931,-10.94,123.94,19,2.6,47,gempa micro
44932,-8.3,116.08,12,3.1,43,gempa minor
44933,-8.28,116.09,10,3.2,43,gempa minor
44934,-8.3,116.97,10,3.4,43,gempa minor
44935,-5.07,123.19,10,3.6,4,gempa minor
44936,-7.96,116.42,10,3.9,3,semoga bisa
44937,1.1,118.66,14,4.4,5,gempa ringan
44938,0.93,122.89,16,2.9,18,gempa micro
44939,0.53,123.17,10,3.0,18,gempa minor
44940,-0.22,123.89,37,3.0,18,gempa minor
44941,-8.29,117.02,10,3.8,43,gempa minor
44942,-8.81,111.76,106,3.5,15,gempa minor
44943,0.31,122.07,24,2.2,18,gempa micro
44944,-4.54,131.19,77,3.8,4,gempa minor
44945,2.11,122.22,18,2.5,7,gempa micro
44946,-8.5,118.46,90,3.3,43,gempa minor
44947,-10.81,124.28,13,4.1,47,gempa ringan
44948,-2.98,127.48,10,2.3,8,gempa micro
44949,-1.18,126.99,10,3.0,37,gempa minor
44950,-1.26,120.18,10,4.1,40,gempa ringan
44951,-1.26,120.18,10,4.1,40,gempa ringan
44952,-0.09,122.05,238,3.5,18,gempa minor
44953,-8.5,116.95,10,3.0,43,gempa minor
44954,0.7,97.0,18,3.4,27,gempa minor
44955,-8.34,116.99,10,4.9,43,semoga bisa
44956,-8.34,116.99,10,4.9,43,semoga bisa
44957,-8.49,116.95,10,2.8,43,gempa micro
44958,2.54,128.15,127,4.4,12,gempa ringan
44959,-8.57,116.14,16,2.5,43,gempa micro
44960,-8.39,116.84,15,2.7,43,gempa micro
44961,-3.62,130.04,17,3.5,31,gempa minor
44962,-9.46,116.88,69,3.0,43,gempa minor
44963,0.89,97.07,32,3.3,27,gempa minor
44964,-9.89,123.64,10,3.3,47,gempa minor
44965,0.75,97.03,14,3.3,27,gempa minor
44966,0.74,96.88,39,5.5,28,gempa sedang
44967,0.74,96.88,39,5.5,28,gempa sedang
44968,-6.91,130.0,139,4.5,4,gempa ringan
44969,2.75,125.02,202,5.7,45,gempa sedang
44970,2.75,125.02,202,5.7,45,gempa sedang
44971,-8.61,118.36,119,3.7,43,gempa minor
44972,-2.09,100.81,10,2.9,38,gempa micro
44973,1.54,126.44,10,2.7,26,gempa micro
44974,-10.04,107.64,10,3.9,35,semoga bisa
44975,-10.17,123.46,43,2.6,47,gempa micro
44976,-8.18,116.66,16,4.1,43,gempa ringan
44977,-8.28,116.67,11,5.1,43,gempa sedang
44978,-8.28,116.67,11,5.1,43,gempa sedang
44979,-9.98,121.97,10,3.1,30,gempa minor
44980,-8.82,124.08,56,2.3,47,gempa micro
44981,-7.72,106.11,15,3.1,15,gempa minor
44982,1.75,122.64,29,2.6,18,gempa micro
44983,-8.28,116.74,14,3.2,43,gempa minor
44984,-0.33,100.54,10,2.7,38,gempa micro
44985,-2.86,127.57,60,2.5,8,gempa micro
44986,1.41,126.52,10,3.2,26,gempa minor
44987,-7.19,107.73,12,3.2,15,gempa minor
44988,-7.19,107.78,10,2.7,15,gempa micro
44989,-8.37,116.95,10,3.2,43,gempa minor
44990,-7.8,106.92,28,4.4,15,gempa ringan
44991,0.47,121.74,156,1.8,18,gempa micro
44992,-8.45,116.9,10,3.4,43,gempa minor
44993,0.02,122.74,85,2.2,18,gempa micro
44994,-8.35,116.88,10,3.2,43,gempa minor
44995,1.93,125.18,130,4.4,26,gempa ringan
44996,2.35,96.07,30,4.7,27,gempa ringan
44997,2.35,96.07,30,4.7,27,gempa ringan
44998,1.62,126.38,10,3.8,26,gempa minor
44999,-8.14,107.23,12,4.4,15,gempa ringan
45000,-3.8,129.16,116,3.0,31,gempa minor
45001,-2.59,128.88,13,2.8,8,gempa micro
45002,-2.74,127.97,11,2.6,8,gempa micro
45003,-0.27,122.9,12,2.5,18,gempa micro
45004,-8.47,116.91,10,3.6,43,gempa minor
45005,0.21,119.45,10,3.5,18,gempa minor
45006,-9.17,123.84,86,3.2,47,gempa minor
45007,-3.38,127.27,45,2.1,31,gempa micro
45008,-8.14,116.8,10,4.4,43,gempa ringan
45009,-2.79,140.39,10,2.3,21,gempa micro
45010,-0.22,123.3,62,3.4,18,gempa minor
45011,-8.34,116.05,14,2.3,43,gempa micro
45012,-8.12,116.68,10,3.5,43,gempa minor
45013,-7.56,127.82,20,4.4,4,gempa ringan
45014,0.31,125.1,10,3.2,26,gempa minor
45015,-8.16,116.54,15,3.9,43,semoga bisa
45016,-8.17,116.31,11,3.1,43,gempa minor
45017,-8.64,123.9,10,2.6,10,gempa micro
45018,-8.58,111.69,106,3.5,15,gempa minor
45019,-7.93,117.48,14,4.1,3,gempa ringan
45020,-9.4,122.59,29,3.0,30,gempa minor
45021,-1.81,126.64,10,3.1,37,gempa minor
45022,-8.47,111.99,103,4.1,15,gempa ringan
45023,-2.16,100.84,26,4.4,38,gempa ringan
45024,-8.15,116.55,10,4.8,43,gempa ringan
45025,-0.83,122.19,10,3.9,18,semoga bisa
45026,-10.94,124.72,10,3.7,47,gempa minor
45027,0.44,122.38,69,2.6,18,gempa micro
45028,-10.46,123.8,10,2.4,47,gempa micro
45029,-7.6,130.7,91,4.6,46,gempa ringan
45030,-8.28,116.42,12,3.0,43,gempa minor
45031,-8.16,116.37,10,3.8,43,gempa minor
45032,-8.5,121.62,19,3.3,10,gempa minor
45033,-8.08,116.4,10,3.7,43,gempa minor
45034,-8.09,116.41,10,3.0,43,gempa minor
45035,1.98,96.48,23,4.5,28,gempa ringan
45036,-8.09,116.58,10,3.2,43,gempa minor
45037,-8.32,116.47,10,5.2,43,gempa sedang
45038,-8.32,116.47,10,5.2,43,gempa sedang
45039,-8.1,116.48,10,4.9,43,semoga bisa
45040,-8.21,116.59,10,4.9,43,semoga bisa
45041,-8.21,116.59,10,4.9,43,semoga bisa
45042,-5.88,103.78,10,4.8,38,gempa ringan
45043,-5.84,103.76,10,4.8,38,gempa ringan
45044,-6.0,104.45,59,4.1,38,gempa ringan
45045,-8.11,116.6,12,3.4,43,gempa minor
45046,-8.31,116.61,18,3.1,43,gempa minor
45047,-7.88,117.49,10,3.6,3,gempa minor
45048,-10.95,124.04,24,3.5,47,gempa minor
45049,-7.82,107.35,23,3.0,15,gempa minor
45050,-9.92,118.58,10,3.5,43,gempa minor
45051,-8.15,116.38,13,3.6,43,gempa minor
45052,-0.06,123.0,143,3.0,18,gempa minor
45053,-2.92,102.28,137,3.5,38,gempa minor
45054,1.59,127.27,84,3.8,12,gempa minor
45055,-0.74,121.95,10,3.4,18,gempa minor
45056,-2.65,100.54,10,2.9,38,gempa micro
45057,-8.06,116.39,16,2.8,43,gempa micro
45058,1.69,127.34,135,4.6,12,gempa ringan
45059,-7.99,116.31,10,3.2,3,gempa minor
45060,-8.24,116.65,10,3.8,43,gempa minor
45061,3.05,127.07,10,3.3,45,gempa minor
45062,-3.23,102.83,173,3.9,38,semoga bisa
45063,-6.31,104.26,33,3.5,44,gempa minor
45064,-3.82,139.39,31,3.9,13,semoga bisa
45065,-8.44,116.88,19,3.2,43,gempa minor
45066,-9.42,124.04,61,3.9,47,semoga bisa
45067,-8.28,116.23,10,3.1,43,gempa minor
45068,1.1,96.97,29,3.6,28,gempa minor
45069,-8.14,116.78,10,3.0,43,gempa minor
45070,-4.65,102.13,43,4.7,38,gempa ringan
45071,-0.21,123.32,70,2.9,18,gempa micro
45072,-1.75,100.53,36,3.0,38,gempa minor
45073,-8.26,116.56,15,3.0,43,gempa minor
45074,-8.84,116.01,21,3.0,43,gempa minor
45075,-9.36,114.8,46,3.2,34,gempa minor
45076,-7.99,116.3,11,3.7,3,gempa minor
45077,-3.01,140.04,10,4.5,13,gempa ringan
45078,-7.31,129.45,175,4.5,4,gempa ringan
45079,-0.8,121.87,10,4.7,18,gempa ringan
45080,-8.51,115.74,10,2.7,2,gempa micro
45081,-0.23,122.82,91,3.7,18,gempa minor
45082,-8.8,116.26,14,2.6,43,gempa micro
45083,-8.46,116.09,42,3.7,43,gempa minor
45084,-8.28,116.19,10,4.1,43,gempa ringan
45085,-8.37,116.56,10,3.3,43,gempa minor
45086,4.15,96.49,10,4.4,27,gempa ringan
45087,-8.27,116.13,15,2.9,43,gempa micro
45088,-8.61,116.07,11,3.8,43,gempa minor
45089,-9.81,116.26,10,4.1,43,gempa ringan
45090,-8.34,116.15,10,2.6,43,gempa micro
45091,-0.08,123.78,101,4.3,18,gempa ringan
45092,-0.08,123.78,101,4.3,18,gempa ringan
45093,-10.83,124.01,10,4.1,47,gempa ringan
45094,1.04,98.37,26,3.0,27,gempa minor
45095,0.97,98.41,17,2.6,27,gempa micro
45096,-10.64,118.3,17,3.9,36,semoga bisa
45097,-8.38,118.82,10,3.2,43,gempa minor
45098,-3.41,128.39,10,2.2,31,gempa micro
45099,-1.07,100.33,74,3.8,38,gempa minor
45100,-0.78,99.92,54,3.7,38,gempa minor
45101,-10.48,124.05,12,3.7,47,gempa minor
45102,-0.59,121.14,10,3.1,18,gempa minor
45103,-5.3,102.37,35,5.3,38,gempa sedang
45104,-5.3,102.37,35,5.3,38,gempa sedang
45105,-2.84,129.75,12,4.5,31,gempa ringan
45106,0.39,122.14,166,3.0,18,gempa minor
45107,-5.87,130.21,156,4.4,4,gempa ringan
45108,0.67,96.83,19,3.8,28,gempa minor
45109,0.45,122.35,62,2.3,18,gempa micro
45110,-0.99,127.05,10,3.1,12,gempa minor
45111,-0.21,124.64,13,4.3,37,gempa ringan
45112,-2.94,128.02,83,2.2,8,gempa micro
45113,-0.1,121.73,245,2.5,18,gempa micro
45114,-8.26,117.97,10,4.1,43,gempa ringan
45115,-9.93,120.73,10,3.2,42,gempa minor
45116,3.05,127.93,117,5.1,45,gempa sedang
45117,-7.98,115.49,10,3.5,3,gempa minor
45118,-9.75,119.24,12,3.8,42,gempa minor
45119,3.92,95.59,22,3.9,28,semoga bisa
45120,1.45,118.86,18,3.7,5,gempa minor
45121,-3.13,123.1,10,3.7,40,gempa minor
45122,-10.11,112.47,22,3.9,35,semoga bisa
45123,-8.35,116.87,16,3.5,43,gempa minor
45124,-2.67,126.98,10,2.7,8,gempa micro
45125,-8.01,106.98,26,3.5,35,gempa minor
45126,-4.21,102.48,46,3.2,38,gempa minor
45127,-8.35,116.6,10,3.4,43,gempa minor
45128,-3.65,99.05,10,4.1,39,gempa ringan
45129,-9.94,120.81,10,4.2,42,gempa ringan
45130,-8.19,116.2,14,2.9,43,gempa micro
45131,-3.27,126.03,10,4.4,6,gempa ringan
45132,-0.28,132.68,72,3.4,14,gempa minor
45133,-8.21,116.49,10,4.5,43,gempa ringan
45134,-4.29,128.65,181,3.3,4,gempa minor
45135,-3.1,137.8,22,4.2,13,gempa ringan
45136,0.46,98.26,22,4.5,27,gempa ringan
45137,0.99,123.38,27,4.2,18,gempa ringan
45138,-8.24,116.47,20,3.1,43,gempa minor
45139,-8.35,116.56,10,3.3,43,gempa minor
45140,-2.75,138.87,29,6.0,13,gempa kuat
45141,-2.75,138.87,29,6.0,13,gempa kuat
45142,-10.88,123.93,11,4.2,47,gempa ringan
45143,-8.47,116.91,10,3.2,43,gempa minor
45144,-10.96,124.02,10,3.9,47,semoga bisa
45145,-10.42,118.82,10,3.5,36,gempa minor
45146,-6.92,129.5,178,4.8,4,gempa ringan
45147,-7.94,116.31,10,3.3,3,gempa minor
45148,-8.16,116.58,10,3.8,43,gempa minor
45149,1.09,122.63,10,2.2,18,gempa micro
45150,-8.16,116.4,10,4.8,43,gempa ringan
45151,3.01,126.54,10,3.8,45,gempa minor
45152,1.81,127.41,97,4.0,12,gempa ringan
45153,-8.1,116.44,12,2.9,43,gempa micro
45154,-8.5,116.98,12,3.3,43,gempa minor
45155,-2.61,138.42,96,4.9,13,semoga bisa
45156,-8.48,116.12,12,3.0,43,gempa minor
45157,0.5,122.13,68,2.5,18,gempa micro
45158,-8.85,116.61,11,2.9,43,gempa micro
45159,-4.55,129.64,231,4.0,4,gempa ringan
45160,-8.23,116.73,11,3.3,43,gempa minor
45161,-8.41,116.9,10,3.4,43,gempa minor
45162,-7.85,117.72,13,4.0,3,gempa ringan
45163,-2.69,127.49,18,3.8,8,gempa minor
45164,-8.46,116.91,10,4.1,43,gempa ringan
45165,0.6,125.67,11,3.4,26,gempa minor
45166,0.52,98.27,12,4.4,27,gempa ringan
45167,-2.95,128.75,10,3.0,8,gempa minor
45168,5.31,126.34,136,4.7,19,gempa ringan
45169,-8.24,116.77,11,3.5,43,gempa minor
45170,-0.15,123.08,146,3.8,18,gempa minor
45171,-8.89,109.88,25,4.3,15,gempa ringan
45172,-8.17,107.9,18,3.8,15,gempa minor
45173,-9.68,114.26,12,3.9,34,semoga bisa
45174,4.13,97.14,10,3.1,27,gempa minor
45175,-4.22,129.7,25,4.2,4,gempa ringan
45176,0.39,126.88,30,4.2,26,gempa ringan
45177,-5.0,102.91,65,5.1,38,gempa sedang
45178,-5.0,102.91,65,5.1,38,gempa sedang
45179,0.86,122.59,25,4.4,18,gempa ringan
45180,2.52,95.84,25,3.9,28,semoga bisa
45181,-2.85,129.67,10,3.6,31,gempa minor
45182,-8.43,115.96,10,2.8,2,gempa micro
45183,-2.67,138.89,23,4.9,13,semoga bisa
45184,-8.04,116.45,10,3.2,43,gempa minor
45185,-1.4,119.48,11,3.8,40,gempa minor
45186,-7.19,129.81,197,4.6,4,gempa ringan
45187,-8.43,116.35,21,2.9,43,gempa micro
45188,-8.18,116.26,10,3.0,43,gempa minor
45189,-2.61,134.3,15,4.3,14,gempa ringan
45190,1.82,127.26,77,3.9,12,semoga bisa
45191,-10.41,123.83,10,2.7,47,gempa micro
45192,-9.33,112.85,10,3.8,35,gempa minor
45193,-9.33,118.14,26,3.8,43,gempa minor
45194,-10.57,122.34,10,3.0,30,gempa minor
45195,-2.68,102.39,187,4.5,38,gempa ringan
45196,-10.56,123.86,10,4.3,47,gempa ringan
45197,-10.33,109.49,16,3.8,35,gempa minor
45198,-10.92,124.01,10,3.5,47,gempa minor
45199,-0.22,122.71,11,2.8,18,gempa micro
45200,0.34,121.24,10,1.9,18,gempa micro
45201,0.39,98.33,88,3.0,27,gempa minor
45202,-9.29,123.61,57,4.7,47,gempa ringan
45203,-8.22,115.52,10,3.4,2,gempa minor
45204,-7.52,107.16,10,2.7,15,gempa micro
45205,-7.35,117.59,549,4.7,3,gempa ringan
45206,-3.76,128.95,10,2.8,31,gempa micro
45207,-2.66,127.39,14,3.1,8,gempa minor
45208,-8.17,116.27,10,3.4,43,gempa minor
45209,-8.46,108.65,53,3.3,15,gempa minor
45210,-10.06,118.76,10,3.6,36,gempa minor
45211,-10.26,123.59,10,2.9,47,gempa micro
45212,-9.72,124.31,10,2.4,47,gempa micro
45213,-0.3,123.47,15,2.7,18,gempa micro
45214,-9.43,115.81,19,3.7,34,gempa minor
45215,-8.33,116.06,15,4.4,43,gempa ringan
45216,-10.65,113.43,10,4.0,35,gempa ringan
