collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,12511497.708040545,14962751.906377463,True,5378.0,1770421,0,870115,603273,0,33104513,0,2938828.8805725635,4787243,0,3960310,2865134,4810024,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Baru,15987243.904394621,40410098.67722666,True,2029.0,1935741,768044,904052,1456142,7349025,15243835,0,1156777.3551110735,0,2157452,0,3224713,2956230,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin berlian dengan setting halo,,15709806.729369204,43188719.7529726,False,4925.0,319143,9439652,816832,1266476,0,29320455,0,1932108.8288623982,16279629,0,0,1113051,4955738,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Bekas,14084212.521505257,8633836.010593085,True,4185.0,1223934,0,1013458,580308,0,12607132,3766542,763050.6434261401,8066818,0,0,2735734,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,1184822.2863233343,2337708.320889765,True,7282.0,866753,0,843619,1082590,3940082,6863913,4940395,422490.1535636198,0,0,0,4388803,1786075,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4180 m2 pinggiran kota Surabaya Barat,,43843413900.0,58027856016.76581,True,2627.0,1016686,0,1496349,1230840,0,15094433,4306445,1257439.0638899803,837116,4539986,1873882,0,1326900,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3182 m2 pinggiran kota Medan Barat,,26176124784.0,42785836937.32237,True,1405.0,637500,0,884495,750552,0,7151661,0,417365.6845171172,0,3807174,3469125,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 10 gram,,26176124784.0,18753834575.321655,True,6308.0,675896,8223752,1158214,1079804,0,18035994,2306848,1568517.3604065042,11231633,0,0,2467374,161404,4891994,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,910205.7568474851,618401.6264240607,True,,1404805,4546285,777883,368086,0,8581294,0,449054.945102935,0,0,4822159,0,1924928,4583956,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,11786281.210871482,25919655.305567667,True,9439.0,914502,4921360,1349656,479195,0,30104509,4569663,1962838.886915225,0,2149465,0,0,2924308,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,32358397.348720297,74874012.85402396,True,6910.0,1424194,0,1127930,561596,4940205,5060632,2817461,335661.8653681928,15428421,0,455174,0,1230579,3043731,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Baru,19673735.660446335,39253940.89058587,True,2352.0,378787,0,1469042,1154040,0,13812931,0,1258463.5414226782,947632,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,5138884.69117209,4441320.585547347,True,8065.0,427531,9509810,1437895,926847,0,8317415,0,545561.6091064129,0,2838108,0,0,3908344,1592982,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Baru,36844121.82673178,97383677.45789568,True,9367.0,1504159,0,830930,653983,0,14091994,4131281,1182391.7914309464,0,263333,0,3053463,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Bekas,90563081.21918187,59849736.52301073,True,3694.0,1759043,0,1066441,727677,3428167,17163339,3168487,1475788.4900899753,19556978,2182851,0,0,2450302,1285410,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3537 m2 perkotaan Makassar,,35606271600.0,37637032802.64404,True,7639.0,665658,0,1452422,990100,0,32048516,0,2164271.1785333795,4188904,4974327,4164407,3458106,0,1039915,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,758974.0231318206,1981350.996617086,True,6754.0,676673,0,1340249,1062522,0,32610900,2091768,3191162.0299456203,0,0,0,4415694,0,2081469,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3109 m2 pedesaan Depok Barat,,17089827901.0,14982957606.750435,True,4146.0,458886,6482961,1187560,543496,0,5414642,0,478472.14569227165,6656097,0,94753,4438549,0,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,14754343.116349883,41171367.818671286,True,3467.0,578308,4736905,823962,610020,0,29950997,4324036,2121366.663803909,0,0,0,0,3368250,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,16784200.507516935,34467572.524094194,False,9357.0,970956,8994706,1300288,835163,0,31048401,0,1819888.0720968407,0,0,2620214,4561296,438536,2706780,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 213 m2 Surabaya,Baru,1023835498.0,2936419641.4464226,True,7946.0,944398,2543812,891240,438964,8268111,7098779,0,408919.22006779764,15559655,0,0,0,0,4611798,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,25058815.341764256,16458121.45317278,True,8167.0,478867,0,1312330,1267717,0,32589317,1609912,1784665.0557632605,8671334,0,3535446,0,3339198,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1838 m2 pinggiran kota Surabaya Timur,,19962725694.0,16716603686.484894,True,6072.0,1256207,0,898410,782701,6121398,28595208,0,1669376.1918445467,0,4903255,0,0,1713886,3183141,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda Brio,Baru,218395006.38434678,545191704.2436125,True,8719.0,1238186,0,807987,1430569,3227853,24321471,4487197,2058235.799161987,0,0,0,3678238,617462,4854637,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1 gram,,218395006.38434678,201929869.68347114,True,,527854,4356575,1410004,716300,7083986,25275427,0,1775550.5060233644,6745393,0,0,3553495,486882,3921400,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Bekas,14388554.15704001,30551214.681318726,True,8577.0,536099,0,1250388,1131889,0,26278128,4366635,2457788.0240967246,0,0,0,0,0,2688860,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,8609714423.57235,18410591116.4691,True,,981373,549382,1142844,511114,0,19826295,0,1743729.2245724457,10885997,0,0,4475309,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,28960987.042618558,51793924.42767949,True,4301.0,641976,0,1429416,1011096,0,7565260,1267450,385698.26633837126,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,18797425.999361783,21088952.411552683,True,2364.0,517646,0,1353887,1334468,5201159,31237582,0,2161992.6846140455,18441623,0,3722237,0,0,1866005,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Baru,13288362.327043552,36425076.35445253,True,,1216173,0,828556,1076649,2324363,8322051,0,764048.2640192369,12771655,3468399,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Baru,29071615.18606139,25707475.486180488,True,7200.0,760688,0,1183967,658610,4776313,24436587,4999483,1230980.6436093487,11590700,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,25565464.296466343,39094718.44095354,True,3625.0,1984592,0,1165627,936658,0,9489311,3353541,820446.8273530556,12397169,1299497,1278878,2777616,3088036,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,11170851.631175578,25429245.44882178,True,8798.0,638337,0,1292754,1255971,0,13998065,0,865391.5899533981,18404705,4031136,0,1736597,718220,2635097,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1596 m2 pedesaan Gresik,,9029966904.0,14761666522.49955,True,7403.0,1017860,7054552,826072,1221998,0,19847992,0,1943040.6276317944,12280489,4274623,2248413,3408021,2259094,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,3063932837.219312,2362606478.362195,True,9844.0,1166931,0,1123826,1376963,0,13506438,1075631,1234268.0491668002,12519976,4522692,1926998,1139747,0,258306,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,28602783.026932217,34706278.019585975,True,8535.0,821420,0,841420,369511,0,20200493,0,1829175.884558861,0,4005163,0,1545571,0,507212,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,13342132.168250842,33972682.707582176,True,7959.0,1766008,8493664,1235680,1179333,0,17256089,0,983623.9028616942,5986536,2264689,4954076,2341448,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4387 m2 pedesaan Bantul,,18934191099.0,23162606300.95375,True,2133.0,1246472,5690962,795785,928627,0,18164149,0,931954.1085818638,18152715,0,0,3453053,270117,893706,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,4594777.983471352,10098123.884706808,True,5287.0,1429207,570248,1190260,1416473,0,15172219,3130346,997745.419507374,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,4594777.983471352,12694495.247542322,True,6413.0,649992,4512737,1066870,837414,0,25594747,3434310,2393607.4311887687,677427,2352990,3451993,2549546,868650,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,15095809.847876782,12920452.887603262,False,6779.0,1452413,9077981,1104212,444639,7870685,12935614,1518898,860968.0774502216,544185,824207,0,989355,0,169417,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Baru,49764950.50972905,98506451.85084063,True,8382.0,1672226,4887865,904306,1076114,3509904,24016342,1145441,2302297.7790524717,0,2581514,957702,0,415150,2463194,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2837 m2 pedesaan Depok Timur,,13418953260.0,9274303426.679707,True,6476.0,1629669,8648270,1020155,998746,0,31224604,1519907,1801932.323727606,17149367,1003175,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Baru,1590409158.6913126,2444528869.8390493,True,1028.0,1394645,7220977,781769,549676,7721077,30835115,0,2979142.807051261,0,2972845,4542301,0,834875,3588180,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4096 m2 perkotaan Palembang,,36038381568.0,46368140397.481735,True,,1548788,4570326,1494599,372629,7102988,26980919,1435237,2492975.9708395763,0,0,3533700,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,25499359.14009577,51249392.149979934,True,2571.0,746807,0,979230,1365965,2332937,29211971,4119013,1508739.477074819,0,3808184,0,2395876,2163513,4847936,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 107 m2 Surabaya Utara,Bekas,1157676914.0,2385409021.5299273,True,,1127902,0,1415381,1171568,3915933,22477548,3029390,1492167.003816758,12332650,381073,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas kuning 18 karat dengan berlian 0,5 karat",,14642565.722190047,20455119.818301708,True,9259.0,546243,0,1021912,857938,2328802,16518496,0,1107709.0670854368,0,0,4365924,0,1751180,4958991,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,11012916.97718558,26122794.482976366,True,8426.0,1211471,8752503,1371585,694701,9342495,25301633,0,1276466.7306934271,4912484,3171996,4441477,4368889,0,3891723,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,11012916.97718558,22760661.160250448,True,9640.0,873426,0,1007211,805617,7932042,20015656,2834777,1064009.5636030778,0,0,4629319,3794008,2727230,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3791 m2 pinggiran kota Medan Barat,,26451020120.0,21499004765.11581,True,,1695392,1602111,867036,439881,7635210,12382999,0,1030195.1671363261,0,0,0,0,0,4105222,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Bekas,27638813.304363087,29235872.100630183,True,2654.0,487694,0,942050,857308,3306682,10603304,4360537,983092.4761603597,0,3999267,3537276,1380649,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,36131388.83641999,105119113.46155202,True,3195.0,1523406,0,951382,1149875,0,31186663,0,2026888.4821095308,0,4393103,0,2367606,4826482,1392118,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,14328093.489392418,26341797.95503505,True,5961.0,788412,5507585,1249775,377056,4541366,24744992,0,1812443.6726311243,1763167,4022956,910695,1948496,554994,315101,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,13223773.137766816,24231482.018118445,True,8711.0,1385330,5461862,872227,583853,0,27918231,0,2054139.0528007508,0,1567749,0,1513604,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,38918681.646230504,78873075.85822774,True,2868.0,278463,0,1339158,974186,0,12532074,2957340,733750.3550045382,0,0,3617154,0,0,4822729,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19880502.52512534,33065443.301239837,True,8421.0,460392,0,928794,1301024,0,9565260,2551966,487193.77142456995,17300892,0,2645659,2710206,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,25513203.683504153,21739233.265125588,True,6325.0,492606,0,1304070,1263921,3258557,8663657,0,568240.0926310015,0,0,1177791,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,26908888.69338228,66210005.00261187,True,9741.0,1970282,1960728,935735,1467400,4404783,31816901,4569202,2380389.974532168,10643285,1975817,0,3242903,3349853,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,10906181.874892212,20678286.94034251,True,4443.0,293339,0,1311816,690710,0,14492471,0,1025912.2776629193,0,0,0,0,1836232,2376815,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13698799.26974523,21196347.884541444,True,2146.0,1856632,0,1091398,654583,8012726,11714079,0,662594.9411131082,15402978,0,0,0,2631945,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan desain chevron,,13377891.440481666,27888139.258872226,True,5693.0,597862,0,1039237,910997,9339635,18478352,1429044,1534415.2376576297,11039900,0,0,2618639,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3459 m2 pedesaan Sleman,,10703522682.0,24299355980.650784,True,7809.0,775377,0,1165751,1343666,5499679,27982737,0,2420505.846730659,13701895,0,3766934,0,3221722,1404466,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Bekas,11410136.867777199,17868661.23367214,True,6116.0,1604939,5365503,1478671,408391,0,17620153,0,1087863.6937580544,0,1987894,1955705,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,27079427.45606975,64249511.05585828,True,6135.0,744525,0,1182811,1368520,4862452,9605839,0,857877.673035468,15625854,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Baru,12091979.588148963,9945077.25714036,True,2885.0,1722336,0,827739,1143522,3905651,8588090,1132247,722717.1201301311,0,0,2718530,2279017,4006004,1643986,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 60 m2 Makassar,Bekas,1541598282.0,4130031427.272356,True,7686.0,1503341,1197169,911497,566060,0,14353710,0,1347607.6891405443,7340958,0,0,3383507,0,3499258,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2509 m2 pedesaan Depok Barat,,10413619554.0,25238026891.258812,True,9651.0,786954,837246,1385868,1154355,6880058,6891102,0,560305.9927703539,0,0,1791798,4811630,1984887,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,16949244.086212594,31185312.7952248,True,8773.0,1109229,5779695,852853,1221714,4023590,22958811,3047167,1952643.9901245616,0,0,0,2954598,1920002,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,12301747.441920891,14794826.183068465,True,2968.0,1408794,5203835,1293202,435540,0,9073257,1817583,736413.6380366458,8376336,3050136,3296706,1380213,0,1532045,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 118 m2 Depok Barat,Bekas,562234500.0,538528244.937803,True,9710.0,1310441,0,1127085,1470184,0,19484792,4258946,1002589.2511295738,0,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Baru,48051033.76105262,109225719.32855989,False,2709.0,508633,1598679,1147531,425597,0,25655565,0,2045365.2068561257,0,0,3511969,67540,0,9404,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2018 m2 pedesaan Depok Barat,,9054804342.0,13624201011.856632,True,,486853,4798153,1328536,1054306,5030448,11252314,0,721716.0081750794,9667043,0,0,1716592,0,1800433,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,8084366.165746974,23778266.25933723,True,,1045825,4912628,1175180,651591,0,11976199,2040518,708861.4253094142,0,4055553,4187225,3307572,0,3129360,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,22541472.4405594,27085326.53876304,True,7093.0,1137785,5684850,1005353,840111,9700211,11532732,2767844,1086594.1056361927,19567820,1168250,0,0,3834133,4183276,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1114040404.2372735,1493507694.018053,False,6009.0,1377504,4710287,1142481,1205501,0,10458984,0,770004.160630211,0,2526150,4866350,0,1588682,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,1114040404.2372735,3138898080.6650343,True,6341.0,1287330,6070322,1022619,528583,0,19870856,4513855,1544360.0143150652,0,0,0,3772500,0,4317820,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13329132.988274742,29988939.258922517,True,4344.0,842662,0,771267,966397,2139419,30432070,2229770,2086240.161313072,0,247456,2058280,0,0,831335,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,32407770.002721794,21817251.18346568,True,4031.0,247223,7693414,1065563,584257,0,23959873,0,2352672.6183572435,0,0,0,0,79499,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14445854.529717617,32596469.03864286,True,2825.0,772780,7504460,1151652,545434,9918066,16138378,0,1436890.4395259942,0,0,4135178,2571780,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,23890253.203137625,23359531.191923633,True,2463.0,424036,2780380,1023973,355810,0,11248499,3291359,783971.2582629328,0,3229066,0,1117710,4751384,1164610,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,26013687.802332453,49287934.961605154,True,7386.0,421346,0,1470465,716244,7632541,8988765,0,833537.9222410731,0,3534392,0,0,0,4834860,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,7589480.538948386,18393929.036715757,True,5175.0,551899,8278014,1050991,1163378,3699718,27262744,0,2223316.3510643127,2301335,314618,123207,0,0,208967,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,7953244.905209161,22337647.71770781,True,6148.0,1068546,1860828,1031381,1370366,3754610,30890661,2583813,2547667.9072096352,0,4523657,0,2473,2780543,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,12875024.290450778,15690452.929455537,True,2905.0,1547067,0,1095549,1335665,6126452,6492296,0,423619.01149096433,13681082,2243059,0,2659377,2108047,309795,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3434 m2 pinggiran kota Surabaya Barat,,38143639194.0,31108213736.120304,False,3481.0,1124091,1632184,850071,386679,5183502,23145113,2149903,2056150.0614831424,11179408,4785088,0,2300999,4932172,3887147,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,18026455.533406053,40832008.615609795,False,3515.0,1178464,0,1362652,820209,0,24305164,3831849,2370212.8583758906,0,2219393,0,3555083,4423240,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,8371938.681680774,22032278.741814137,True,3465.0,991890,0,1417968,437423,9610073,28528416,0,2818712.750387717,14488179,0,0,0,1672499,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 68 m2 Tangerang Selatan,Bekas,657196223.0,486112740.9066093,True,1029.0,1166707,0,1057124,944518,0,18339418,0,1433701.6792295477,0,3732579,889393,3718697,1386220,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,11114275.768137012,13619467.614033634,True,2711.0,1562540,6041393,1274813,1090412,0,33801867,3159399,2042868.8268481342,0,3124032,0,4215095,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,32491858.44477122,23283517.23076592,True,8145.0,1570688,0,871924,1292200,0,9800424,0,626902.0034063597,15881712,0,1005091,1579224,3422543,2573459,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Baru,1109719740.0947454,2887599980.794066,True,4834.0,978413,9238888,1339328,1175736,5316460,17520922,0,1417571.1095752723,0,1816079,0,0,0,367317,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mitsubishi Xpander,Bekas,235923351.4204524,167663789.93996063,False,8665.0,431779,0,1032138,1059685,0,27360692,0,1409849.162051162,0,163907,0,0,646800,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,35106655.36190833,30249978.98734384,True,7214.0,1412655,0,1383509,477769,0,26427183,4397073,1663647.895470377,0,2239965,3391523,4373317,4251706,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3354 m2 pinggiran kota Depok,,45852004068.0,100918739427.08127,True,,556027,4089812,926385,453788,7362431,15654771,0,1414888.5336323078,0,1315546,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,14628448.155659188,25545948.103612863,True,8339.0,1905715,0,1126338,1400312,3633987,20472188,0,1296530.5404959319,12678960,4751022,0,0,2615098,1646173,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1919 m2 pedesaan Gresik,,11993228032.0,28206747777.278957,True,,659705,0,899462,407947,6161255,22604281,1860580,1960214.7497944685,324865,2123280,0,4074593,3418049,1503580,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2555 m2 perkotaan Semarang,,20491511355.0,36422824875.9748,True,4061.0,1506233,0,1475681,1089726,0,26607228,3783142,1433515.9753301365,0,3037290,0,4370396,4682942,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 284 m2 Sleman,Baru,507399060.0,1151419588.6376944,True,4553.0,1206922,0,1009093,1224781,7077283,14378804,0,1360163.6743685836,0,465716,0,4781505,3942080,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,5047241.110574448,5682095.007486514,False,5193.0,1281432,0,908246,647729,0,17946836,4359160,914450.8000501506,18425301,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Bekas,15728860.28004641,26041866.283009626,True,2183.0,1625741,6168472,1250594,868339,0,5192282,0,365980.25519677857,0,0,0,2014776,1556114,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
